scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513111	gene26185	AT4G31200.3_Symbols:__SWAP_(Suppressor-of-White-APricot)/surp_RNA-	 binding_domain-containing_protein_chr4:15161636- 15164908_REVERSE_LENGTH=2878	0.372549019607843	51	1	707	859	1	
scf0513111	gene26185	AT4G31200.2_Symbols:__SWAP_(Suppressor-of-White-APricot)/surp_RNA-	 binding_domain-containing_protein_chr4:15161636- 15164914_REVERSE_LENGTH=2623	0.372549019607843	51	1	452	604	1	
scf0513111	gene26185	AT4G31200.1_Symbols:__SWAP_(Suppressor-of-White-APricot)/surp_RNA-	 binding_domain-containing_protein_chr4:15161636- 15164908_REVERSE_LENGTH=2664	0.372549019607843	51	1	493	645	1	
scf0513111	gene26185	AT5G23080.1_Symbols:_TGH_SWAP_(Suppressor-of-White-	 APricot)/surp_domain-containing_protein_chr5:7742940- 7748933_REVERSE_LENGTH=3123	0.5	52	46	445	600	-1	
scf0513111	gene26185	AT5G23080.2_Symbols:_TGH_SWAP_(Suppressor-of-White-	 APricot)/surp_domain-containing_protein_chr5:7742940- 7748933_REVERSE_LENGTH=3033	0.5	52	46	445	600	-1	
scf0513111	gene26148	AT4G38900.1_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protein _chr4:18139295-18141950_REVERSE_LENGTH=2251	0.352941176470588	68	1	1530	1733	1	
scf0513111	gene26148	AT1G75388.1_Symbols:_CPuORF5_conserved_peptide_upstream_open_readin	 g_frame_5_chr1:28291698-28293008_FORWARD_LENGTH=1311	0.351648351648352	91	1	611	883	1	
scf0513111	gene26148	AT4G38900.3_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protein _chr4:18139295-18141717_REVERSE_LENGTH=2110	0.346153846153846	78	1	1359	1592	1	
scf0513111	gene26148	AT5G07160.1_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protei n_chr5:2219971-2220709_REVERSE_LENGTH=453	0.318181818181818	66	1	154	351	1	
scf0513111	gene26148	AT3G19290.3_Symbols:_ABF4_ABRE_binding_factor_4_chr3:6687140-	 6690123_FORWARD_LENGTH=1805	0.425925925925926	54	1	1221	1382	1	
scf0513111	gene26148	AT1G13600.1_Symbols:_AtbZIP58,	 _bZIP58_basic_leucine-zipper_58_chr1:4650787- 4651469_REVERSE_LENGTH=683	0.317460317460317	63	2	360	548	-1	
scf0513111	gene26148	AT2G22270.1_Symbols:__unknown_protein;_BEST_Arabidopsis_thaliana_pr	 otein_match_is:_unknown_protein_(TAIR:AT4G39860.2);_Has_ 247_Blast_hits_to_231_proteins_in_42_species:_Archae_- _0;_Bacteria_-_17;_Metazoa_-_14;_Fungi_-_5;_Plants_- _145;_Viruses_-_0;_Other_Eukaryotes_- _66_(source:_NCBI_BLink)._chr2:9463694- 9465467_FORWARD_LENGTH=1243	0.283783783783784	74	1	6	227	-1	
scf0513111	gene26148	AT1G80610.1_Symbols:__unknown_protein;_BEST_Arabidopsis_thaliana_pr	 otein_match_is:_unknown_protein_(TAIR:AT1G15800.1);_Has_ 73_Blast_hits_to_69_proteins_in_15_species:_Archae_- _0;_Bacteria_-_0;_Metazoa_-_2;_Fungi_-_2;_Plants_- _55;_Viruses_-_0;_Other_Eukaryotes_- _14_(source:_NCBI_BLink)._chr1:30300733- 30304033_REVERSE_LENGTH=1180	0.314814814814815	54	1	443	604	1	
scf0513111	gene26148	AT2G46270.1_Symbols:_GBF3_G-box_binding_factor_3_chr2:19000191-	 19003403_FORWARD_LENGTH=1933	0.393939393939394	66	1	1063	1260	1	
scf0513111	gene26148	AT3G56660.1_Symbols:_BZIP49_basic_region/leucine_zipper_motif_prote	 in_49_chr3:20986217-20988213_REVERSE_LENGTH=1863	0.311475409836066	61	1	511	693	1	
scf0513111	gene26148	AT4G34588.1_Symbols:_CPuORF2_conserved_peptide_upstream_open_readin	 g_frame_2_chr4:16521861-16523230_FORWARD_LENGTH=1370	0.306122448979592	98	1	610	903	1	
scf0513111	gene26148	AT5G28770.2_Symbols:_BZO2H3_bZIP_transcription_factor_family_protei	 n_chr5:10796459-10798222_REVERSE_LENGTH=1209	0.414285714285714	70	1	532	741	1	
scf0513111	gene26148	AT5G65210.5_Symbols:_TGA1_bZIP_transcription_factor_family_protein_	 chr5:26057814-26061104_FORWARD_LENGTH=1611	0.350877192982456	57	1	312	482	1	
scf0513111	gene26148	AT4G36730.2_Symbols:_GBF1_G-box_binding_factor_1_chr4:17309612-	 17312488_REVERSE_LENGTH=1500	0.378787878787879	66	1	984	1181	1	
scf0513111	gene26148	AT5G15830.1_Symbols:_AtbZIP3,	 _bZIP3_basic_leucine-zipper_3_chr5:5168543- 5169361_FORWARD_LENGTH=819	0.40625	96	1	208	495	1	
scf0513111	gene26148	AT5G28770.1_Symbols:_BZO2H3,	 _AtbZIP63_bZIP_transcription_factor_family_protein_chr5: 10796459-10798207_REVERSE_LENGTH=1173	0.414285714285714	70	1	496	705	1	
scf0513111	gene26148	AT4G34000.2_Symbols:_ABF3,	 _DPBF5_abscisic_acid_responsive_elements- binding_factor_3_chr4:16295430- 16298255_FORWARD_LENGTH=1737	0.457627118644068	59	1	1205	1381	1	
scf0513111	gene26148	AT2G22850.1_Symbols:_AtbZIP6,	 _bZIP6_basic_leucine-zipper_6_chr2:9732475- 9733342_REVERSE_LENGTH=868	0.341463414634146	82	1	440	685	1	
scf0513111	gene26148	AT2G12900.1_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protei n_chr2:5293897-5295480_FORWARD_LENGTH=795	0.25974025974026	77	1	331	561	1	
scf0513111	gene26148	AT1G49720.1_Symbols:_ABF1_abscisic_acid_responsive_element-	 binding_factor_1_chr1:18400092- 18402628_FORWARD_LENGTH=1606	0.423728813559322	59	1	1087	1263	1	
scf0513111	gene26148	AT5G65210.3_Symbols:_TGA1_bZIP_transcription_factor_family_protein_	 chr5:26057818-26061104_FORWARD_LENGTH=1684	0.350877192982456	57	1	385	555	1	
scf0513111	gene26148	AT2G04038.1_Symbols:_AtbZIP48,	 _bZIP48_basic_leucine-zipper_48_chr2:1331919- 1332419_FORWARD_LENGTH=501	0.416666666666667	96	1	160	447	1	
scf0513111	gene26148	AT5G24800.1_Symbols:_ATBZIP9,_BZO2H2,	 _BZIP9_basic_leucine_zipper_9_chr5:8515200- 8516669_FORWARD_LENGTH=1021	0.391891891891892	74	1	414	635	1	
scf0513111	gene26148	AT5G65210.1_Symbols:_TGA1_bZIP_transcription_factor_family_protein_	 chr5:26057623-26061052_FORWARD_LENGTH=1852	0.350877192982456	57	1	605	775	1	
scf0513111	gene26148	AT5G65210.2_Symbols:_TGA1_bZIP_transcription_factor_family_protein_	 chr5:26058545-26061052_FORWARD_LENGTH=1896	0.350877192982456	57	1	649	819	1	
scf0513111	gene26148	AT5G65770.3_Symbols:_LINC4_little_nuclei4_chr5:26311311-	 26316025_FORWARD_LENGTH=3555	0.32258064516129	62	1	2311	2496	1	
scf0513111	gene26148	AT3G62422.1_Symbols:_CPuORF3_conserved_peptide_upstream_open_readin	 g_frame_3_chr3:23091586-23092850_REVERSE_LENGTH=1265	0.405405405405405	74	1	624	845	1	
scf0513111	gene26148	AT3G54620.1_Symbols:_ATBZIP25,_BZO2H4,	 _BZIP25_basic_leucine_zipper_25_chr3:20217897- 20220410_REVERSE_LENGTH=1469	0.342857142857143	70	1	760	969	1	
scf0513111	gene26148	AT1G32150.1_Symbols:_bZIP68,	 _AtbZIP68_basic_region/leucine_zipper_transcription_facto r_68_chr1:11565518-11568531_FORWARD_LENGTH=1617	0.397058823529412	68	1	1122	1325	1	
scf0513111	gene26148	AT1G75390.2_Symbols:_AtbZIP44,	 _bZIP44_basic_leucine-zipper_44_chr1:28291698- 28293008_FORWARD_LENGTH=1241	0.471698113207547	53	1	611	769	1	
scf0513111	gene26148	AT3G51960.2_Symbols:_ATBZIP24,	 _BZIP24_basic_leucine_zipper_24_chr3:19282601- 19284146_REVERSE_LENGTH=996	0.338235294117647	68	1	380	583	1	
scf0513111	gene26148	AT2G22850.2_Symbols:_bZIP6_basic_leucine-zipper_6_chr2:9731279-	 9733400_REVERSE_LENGTH=1181	0.341463414634146	82	1	498	743	1	
scf0513111	gene26148	AT5G60830.1_Symbols:_AtbZIP70,	 _bZIP70_basic_leucine-zipper_70_chr5:24472639- 24473319_FORWARD_LENGTH=621	0.318181818181818	66	5	223	420	-1	
scf0513111	gene26148	AT4G38900.2_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protein _chr4:18139295-18141983_REVERSE_LENGTH=2266	0.346153846153846	78	1	1515	1748	1	
scf0513111	gene26148	AT1G19490.1_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protei n_chr1:6751673-6753999_REVERSE_LENGTH=1736	0.343283582089552	67	1	515	715	1	
scf0513111	gene26148	AT5G11260.1_Symbols:_HY5,	 _TED_5_Basic- leucine_zipper_(bZIP)_transcription_factor_family_protei n_chr5:3593380-3594992_REVERSE_LENGTH=902	0.436363636363636	55	1	460	624	1	
scf0513111	gene26148	AT4G01120.1_Symbols:_GBF2,	 _ATBZIP54_G-box_binding_factor_2_chr4:481597- 484483_REVERSE_LENGTH=1557	0.382352941176471	68	1	893	1096	1	
scf0513111	gene26148	AT3G19290.1_Symbols:_ABF4,	 _AREB2_ABRE_binding_factor_4_chr3:6687140- 6690123_FORWARD_LENGTH=1802	0.403225806451613	62	1	1221	1406	1	
scf0513111	gene26148	AT4G02640.1_Symbols:_BZO2H1,	 _ATBZIP10_bZIP_transcription_factor_family_protein_chr4: 1153997-1156320_FORWARD_LENGTH=1505	0.328571428571429	70	1	683	892	1	
scf0513111	gene26148	AT4G34590.1_Symbols:_ATB2,_GBF6,_AtbZIP11,	 _BZIP11_G-box_binding_factor_6_chr4:16521861- 16523230_FORWARD_LENGTH=1370	0.306122448979592	98	1	610	903	1	
scf0513111	gene26148	AT5G65770.1_Symbols:_LINC4_little_nuclei4_chr5:26311587-	 26315997_FORWARD_LENGTH=3331	0.32258064516129	62	1	2035	2220	1	
scf0513111	gene26148	AT4G02640.2_Symbols:_BZO2H1_bZIP_transcription_factor_family_protei	 n_chr4:1153997-1156320_FORWARD_LENGTH=1523	0.328571428571429	70	1	701	910	1	
scf0513111	gene26148	AT1G68880.1_Symbols:_AtbZIP,	 _bZIP_basic_leucine-zipper_8_chr1:25894237- 25894961_REVERSE_LENGTH=725	0.414285714285714	70	1	176	385	1	
scf0513111	gene26148	AT2G18162.1_Symbols:_CPuORF1_conserved_peptide_upstream_open_readin	 g_frame_1_chr2:7898012-7899242_REVERSE_LENGTH=1231	0.375	80	1	527	766	1	
scf0513111	gene26148	AT5G65780.2_Symbols:_ATBCAT-5_branched-	 chain_amino_acid_aminotransferase_5_/_branched- chain_amino_acid_transaminase_5_(BCAT5)_chr5:26311311- 26316025_FORWARD_LENGTH=3579	0.32258064516129	62	1	2335	2520	1	
scf0513111	gene26148	AT1G45249.1_Symbols:_ABF2,_AREB1,	 _ATAREB1_abscisic_acid_responsive_elements- binding_factor_2_chr1:17165127- 17167866_REVERSE_LENGTH=1674	0.462962962962963	54	1	1139	1300	1	
scf0513111	gene26148	AT2G40950.1_Symbols:_BZIP17_Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protei n_chr2:17087620-17090424_REVERSE_LENGTH=2467	0.323943661971831	71	1	747	959	1	
scf0513111	gene26148	AT3G17609.1_Symbols:_HYH_HY5-homolog_chr3:6023929-	 6024693_FORWARD_LENGTH=558	0.423076923076923	52	1	238	393	1	
scf0513111	gene26148	AT3G17609.3_Symbols:_HYH_HY5-homolog_chr3:6023933-	 6024693_FORWARD_LENGTH=669	0.423076923076923	52	1	349	504	1	
scf0513111	gene26148	AT4G34000.1_Symbols:_ABF3,	 _DPBF5_abscisic_acid_responsive_elements- binding_factor_3_chr4:16295558- 16298255_FORWARD_LENGTH=1985	0.457627118644068	59	1	1453	1629	1	
scf0513111	gene26148	AT3G62420.1_Symbols:_ATBZIP53,	 _BZIP53_basic_region/leucine_zipper_motif_53_chr3:230915 86-23092850_REVERSE_LENGTH=1265	0.405405405405405	74	1	624	845	1	
scf0513111	gene26148	AT3G10800.1_Symbols:_BZIP28_Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protei n_chr3:3379254-3381621_FORWARD_LENGTH=2291	0.377049180327869	61	1	643	825	1	
scf0513111	gene26148	AT2G21230.1_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protein _chr2:9093624-9096347_REVERSE_LENGTH=1996	0.333333333333333	78	1	1230	1463	1	
scf0513111	gene26148	AT3G58120.1_Symbols:_ATBZIP61,	 _BZIP61_Basic- leucine_zipper_(bZIP)_transcription_factor_family_protein _chr3:21520974-21523327_REVERSE_LENGTH=1554	0.315068493150685	73	1	847	1065	1	
scf0513111	gene26148	AT1G59530.1_Symbols:_ATBZIP4,	 _bZIP4_basic_leucine-zipper_4_chr1:21868262- 21868708_FORWARD_LENGTH=447	0.38961038961039	77	1	145	375	1	
scf0513111	gene26148	AT5G65770.2_Symbols:_LINC4_little_nuclei4_chr5:26311587-	 26315544_FORWARD_LENGTH=3129	0.32258064516129	62	1	2116	2301	1	
scf0513111	gene26148	AT2G35530.1_Symbols:_bZIP16,	 _AtbZIP16_basic_region/leucine_zipper_transcription_facto r_16_chr2:14922962-14926591_REVERSE_LENGTH=1729	0.373134328358209	67	1	1100	1300	1	
scf0513111	gene26148	AT5G65210.4_Symbols:_TGA1_bZIP_transcription_factor_family_protein_	 chr5:26058542-26061104_FORWARD_LENGTH=1591	0.350877192982456	57	1	292	462	1	
scf0513111	gene26148	AT3G49760.1_Symbols:_AtbZIP5,	 _bZIP5_basic_leucine-zipper_5_chr3:18455347- 18456125_REVERSE_LENGTH=779	0.428571428571429	63	1	297	485	1	
scf0513111	gene26148	AT1G75390.1_Symbols:_AtbZIP44,	 _bZIP44_basic_leucine-zipper_44_chr1:28291698- 28293008_FORWARD_LENGTH=1311	0.351648351648352	91	1	611	883	1	
scf0513111	gene26148	AT2G21230.2_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protein _chr2:9094332-9096347_REVERSE_LENGTH=1712	0.333333333333333	78	1	1230	1463	1	
scf0513111	gene26148	AT2G18160.1_Symbols:_ATBZIP2,_GBF5,	 _bZIP2_basic_leucine-zipper_2_chr2:7898012- 7899242_REVERSE_LENGTH=1231	0.375	80	1	527	766	1	
scf0513111	gene26148	AT2G13150.1_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protei n_chr2:5437056-5438459_FORWARD_LENGTH=789	0.271428571428571	70	1	451	660	1	
scf0513111	gene26148	AT2G21230.3_Symbols:__Basic-	 leucine_zipper_(bZIP)_transcription_factor_family_protein _chr2:9093624-9096347_REVERSE_LENGTH=2014	0.333333333333333	78	1	1230	1463	1	
scf0513111	gene26148	AT3G30530.1_Symbols:_ATBZIP42,	 _bZIP42_basic_leucine-zipper_42_chr3:12139512- 12140033_FORWARD_LENGTH=522	0.443181818181818	88	1	205	468	1	
scf0513111	gene26148	AT4G37730.1_Symbols:_AtbZIP7,	 _bZIP7_basic_leucine-zipper_7_chr4:17723666- 17724915_FORWARD_LENGTH=1250	0.349397590361446	83	1	702	950	1	
scf0513111	gene26148	AT1G06850.2_Symbols:_AtbZIP52,	 _bZIP52_basic_leucine-zipper_52_chr1:2105055- 2106733_FORWARD_LENGTH=1300	0.357142857142857	70	1	626	835	1	
scf0513111	gene26148	AT5G38800.1_Symbols:_AtbZIP43,	 _bZIP43_basic_leucine-zipper_43_chr5:15538197- 15538802_REVERSE_LENGTH=606	0.431578947368421	95	1	157	441	1	
scf0513111	gene26148	AT2G46270.2_Symbols:_GBF3_G-box_binding_factor_3_chr2:19000191-	 19003403_FORWARD_LENGTH=1864	0.393939393939394	66	1	994	1191	1	
scf0513111	gene26148	AT1G49720.2_Symbols:_ABF1_abscisic_acid_responsive_element-	 binding_factor_1_chr1:18400092- 18402628_FORWARD_LENGTH=1589	0.433962264150943	53	1	1045	1203	1	
scf0513111	gene26148	AT4G36730.1_Symbols:_GBF1_G-box_binding_factor_1_chr4:17309612-	 17312488_REVERSE_LENGTH=1506	0.378787878787879	66	1	990	1187	1	
scf0513111	gene26148	AT3G17609.2_Symbols:_HYH_HY5-homolog_chr3:6023866-	 6024698_FORWARD_LENGTH=668	0.423076923076923	52	1	343	498	1	
scf0513111	gene26148	AT5G08141.1_Symbols:_AtbZIP75,	 _bZIP75_basic_leucine-zipper_75_chr5:2619142- 2619555_FORWARD_LENGTH=414	0.519480519480519	77	1	100	330	1	
scf0513111	gene26148	AT3G17609.4_Symbols:_HYH_HY5-homolog_chr3:6023929-	 6024693_FORWARD_LENGTH=555	0.423076923076923	52	1	235	390	1	
scf0513111	gene26148	AT1G06850.1_Symbols:_AtbZIP52,	 _bZIP52_basic_leucine-zipper_52_chr1:2105048- 2106749_FORWARD_LENGTH=1430	0.357142857142857	70	1	633	842	1	
scf0513111	gene26148	AT3G51960.1_Symbols:_ATBZIP24,	 _BZIP24_basic_leucine_zipper_24_chr3:19282601- 19284146_REVERSE_LENGTH=993	0.338235294117647	68	1	377	580	1	
scf0513111	gene26148	AT2G42380.2_Symbols:_ATBZIP34,	 _BZIP34_Basic- leucine_zipper_(bZIP)_transcription_factor_family_protein _chr2:17646900-17648945_REVERSE_LENGTH=1556	0.347826086956522	69	1	847	1053	1	
scf0513111	gene26148	AT5G28770.3_Symbols:_BZO2H3_bZIP_transcription_factor_family_protei	 n_chr5:10796459-10798160_REVERSE_LENGTH=1214	0.414285714285714	70	1	470	679	1	
scf0513111	gene26098	AT3G54620.3_Symbols:_BZIP25_basic_leucine_zipper_25_chr3:20217854-	 20220438_REVERSE_LENGTH=1489	0.288135593220339	59	1	617	793	1	
