scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513024	gene25137	AT5G41510.1_Symbols:__F-box_and_associated_interaction_domains-	 containing_protein_chr5:16607124- 16608326_FORWARD_LENGTH=1203	0.262295081967213	61	1	22	204	1	
scf0513024	gene25137	AT2G13128.1_Symbols:__pseudogene_of_F-	 box_family_protein_chr2:5418240- 5419103_REVERSE_LENGTH=864	0.296296296296296	54	1	10	171	1	
scf0513024	gene25137	AT1G11150.1_Symbols:__transposable_element_gene_chr1:3728971-	 3731624_FORWARD_LENGTH=2654	0.327868852459016	61	1	1495	1677	1	
scf0513024	gene25137	AT3G17265.1_Symbols:__F-box_and_associated_interaction_domains-	 containing_protein_chr3:5899515- 5900637_REVERSE_LENGTH=1038	0.296296296296296	54	1	16	177	1	
scf0513024	gene25137	AT5G02910.1_Symbols:__F-box/RNI-	 like_superfamily_protein_chr5:677087- 679043_FORWARD_LENGTH=1546	0.259259259259259	54	1	79	240	1	
scf0513024	gene25137	AT5G02910.2_Symbols:__F-box/RNI-	 like_superfamily_protein_chr5:677068- 679263_FORWARD_LENGTH=1789	0.259259259259259	54	1	98	259	1	
scf0513024	gene25137	AT4G04690.1_Symbols:__F-box_and_associated_interaction_domains-	 containing_protein_chr4:2373999- 2375135_REVERSE_LENGTH=1137	0.358490566037736	53	1	31	189	1	
scf0513024	gene25137	AT3G16590.1_Symbols:__F-box_and_associated_interaction_domains-	 containing_protein_chr3:5649932- 5651056_REVERSE_LENGTH=1125	0.377049180327869	61	2	517	699	1	
scf0513024	gene25137	AT1G71320.1_Symbols:__F-box_family_protein_chr1:26882485-	 26883818_FORWARD_LENGTH=1179	0.350877192982456	57	1	40	210	1	
scf0513024	gene25137	AT5G07610.1_Symbols:__F-box_family_protein_chr5:2406068-	 2407330_FORWARD_LENGTH=1263	0.351851851851852	54	1	103	264	1	
scf0513024	gene25137	AT1G12870.1_Symbols:__F-box_and_associated_interaction_domains-	 containing_protein_chr1:4387129- 4389110_REVERSE_LENGTH=1251	0.311475409836066	61	1	97	279	1	
scf0513024	gene25137	AT3G21410.1_Symbols:__F-box_and_associated_interaction_domains-	 containing_protein_chr3:7536719- 7537951_REVERSE_LENGTH=1233	0.388888888888889	54	1	109	270	1	
scf0513024	gene25137	AT5G03100.1_Symbols:__F-box/RNI-	 like_superfamily_protein_chr5:726822- 728742_FORWARD_LENGTH=1558	0.285714285714286	63	1	50	238	1	
scf0513024	gene25137	AT2G16830.1_Symbols:__a_pseudogene_whose_sequence_is_similar_to_pla	 sma_membrane_intrinsic_protein_3_(PIP3)_chr2:7291906- 7292982_FORWARD_LENGTH=1077	0.381818181818182	55	1	165	329	1	
scf0513024	gene25137	AT1G47810.1_Symbols:__F-box_and_associated_interaction_domains-	 containing_protein_chr1:17603504- 17604559_FORWARD_LENGTH=1056	0.349206349206349	63	1	40	228	1	
scf0513024	gene25137	AT1G30790.1_Symbols:__F-box_and_associated_interaction_domains-	 containing_protein_chr1:10932713- 10934066_FORWARD_LENGTH=1354	0.254237288135593	59	2	658	834	1	
scf0513024	gene25137	AT5G50220.1_Symbols:__F-box_family_protein_chr5:20446068-	 20447200_REVERSE_LENGTH=1074	0.381818181818182	55	1	97	261	1	
scf0513024	gene25171	AT5G15840.2_Symbols:_CO,	 _FG_B- box_type_zinc_finger_protein_with_CCT_domain_chr5:517118 3-5172735_REVERSE_LENGTH=1553	0.518518518518518	54	1	81	242	1	
scf0513024	gene25171	AT1G49130.1_Symbols:__B-	 box_type_zinc_finger_protein_with_CCT_domain_chr1:1817474 0-18175964_REVERSE_LENGTH=1010	0.303571428571429	56	8	105	272	-1	
scf0513024	gene25171	AT5G24470.1_Symbols:_APRR5,	 _PRR5_pseudo-response_regulator_5_chr5:8355951- 8358873_REVERSE_LENGTH=2257	0.490196078431373	51	1	1828	1980	1	
scf0513024	gene25171	AT2G24790.2_Symbols:_COL3,	 _ATCOL3_CONSTANS-like_3_chr2:10566898- 10567623_FORWARD_LENGTH=726	0.447761194029851	67	1	68	268	1	
scf0513024	gene25171	AT1G49130.2_Symbols:__B-	 box_type_zinc_finger_protein_with_CCT_domain_chr1:1817474 1-18176022_REVERSE_LENGTH=1171	0.303571428571429	56	8	267	434	-1	
scf0513024	gene25171	AT5G57180.2_Symbols:_CIA2_chloroplast_import_apparatus_2_chr5:2316801	 8-23170999_FORWARD_LENGTH=1919	0.653846153846154	52	2	1524	1679	-1	
scf0513024	gene25171	AT2G24790.1_Symbols:_COL3,	 _ATCOL3_CONSTANS-like_3_chr2:10566898- 10568145_FORWARD_LENGTH=1145	0.447761194029851	67	1	68	268	1	
scf0513024	gene25171	AT5G15840.1_Symbols:_CO,	 _FG_B- box_type_zinc_finger_protein_with_CCT_domain_chr5:517118 2-5172758_REVERSE_LENGTH=1344	0.518518518518518	54	1	104	265	1	
scf0513024	gene25171	AT1G73870.1_Symbols:__B-	 box_type_zinc_finger_protein_with_CCT_domain_chr1:2777916 6-27780676_FORWARD_LENGTH=1381	0.254545454545455	55	5	682	846	1	
scf0513024	gene25171	AT1G25440.1_Symbols:__B-	 box_type_zinc_finger_protein_with_CCT_domain_chr1:893371 6-8935460_REVERSE_LENGTH=1653	0.305555555555556	72	3	933	1148	1	
scf0513024	gene25171	AT5G24930.1_Symbols:_ATCOL4,	 _COL4_CONSTANS-like_4_chr5:8589234- 8591236_FORWARD_LENGTH=1599	0.4	65	2	230	424	1	
scf0513024	gene25171	AT2G47890.1_Symbols:__B-	 box_type_zinc_finger_protein_with_CCT_domain_chr2:1960799 6-19609645_FORWARD_LENGTH=1417	0.390625	64	2	265	456	1	
scf0513024	gene25171	AT1G68520.1_Symbols:__B-	 box_type_zinc_finger_protein_with_CCT_domain_chr1:257091 14-25710907_REVERSE_LENGTH=1596	0.411764705882353	51	13	188	340	1	
scf0513024	gene25171	AT5G15845.1_Symbols:__other_RNA_chr5:5173185-	 5177889_FORWARD_LENGTH=2248	0.537037037037037	54	1	1653	1814	-1	
scf0513024	gene25171	AT5G02810.1_Symbols:_PRR7,	 _APRR7_pseudo-response_regulator_7_chr5:637897- 641977_REVERSE_LENGTH=2831	0.405797101449275	69	1	2188	2394	1	
scf0513024	gene25171	AT1G68190.1_Symbols:__B-	 box_zinc_finger_family_protein_chr1:25559246- 25561212_FORWARD_LENGTH=1340	0.509803921568627	51	1	86	238	1	
