scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513185	gene14421	AT1G41755.1_Symbols:__transposable_element_gene_chr1:15526431-	 15530110_FORWARD_LENGTH=3680	0.285714285714286	56	2	3469	3636	1	
scf0513185	gene14421	AT5G28696.1_Symbols:__transposable_element_gene_chr5:10738453-	 10744395_REVERSE_LENGTH=5943	0.295081967213115	61	1	4078	4260	1	
scf0513185	gene14421	AT3G29634.1_Symbols:__transposable_element_gene_chr3:11454659-	 11461849_REVERSE_LENGTH=7191	0.254901960784314	51	3	4384	4536	1	
scf0513185	gene14421	AT3G31920.1_Symbols:__transposable_element_gene_chr3:12920070-	 12926590_REVERSE_LENGTH=6521	0.311475409836066	61	1	2440	2622	1	
scf0513185	gene14421	AT5G29056.1_Symbols:__transposable_element_gene_chr5:11117609-	 11121412_FORWARD_LENGTH=3804	0.259259259259259	54	3	2734	2895	1	
scf0513185	gene14414	AT1G27770.1_Symbols:_ACA1,	 _PEA1_autoinhibited_Ca2+-ATPase_1_chr1:9671638- 9676157_REVERSE_LENGTH=3484	0.402985074626866	67	33	1061	1261	-1	
scf0513185	gene14414	AT3G57330.1_Symbols:_ACA11_autoinhibited_Ca2+-	 ATPase_11_chr3:21211456-21216375_REVERSE_LENGTH=3277	0.428571428571429	70	43	1895	2104	1	
scf0513185	gene14414	AT1G79330.1_Symbols:_AMC6,_ATMCP2B,_ATMC5,	 _MC5_metacaspase_5_chr1:29838653- 29840137_FORWARD_LENGTH=1302	0.296875	64	1	519	710	-1	
scf0513185	gene14414	AT1G26130.2_Symbols:__ATPase_E1-	 E2_type_family_protein_/_haloacid_dehalogenase- like_hydrolase_family_protein_chr1:9033218- 9038577_FORWARD_LENGTH=4016	0.285714285714286	63	3	2639	2827	1	
scf0513185	gene14414	AT2G22950.1_Symbols:__Cation_transporter/_E1-	 E2_ATPase_family_protein_chr2:9766127- 9769766_FORWARD_LENGTH=3048	0.421052631578947	76	30	2342	2569	-1	
scf0513185	gene14414	AT5G53010.1_Symbols:__calcium-transporting_ATPase,	 _putative_chr5:21488490-21496537_REVERSE_LENGTH=3458	0.27906976744186	86	15	2299	2556	-1	
scf0513185	gene14414	AT2G18960.1_Symbols:_AHA1,_PMA,_OST2,	 _HA1_H(+)-ATPase_1_chr2:8221631- 8227622_FORWARD_LENGTH=3431	0.268292682926829	82	2	1059	1304	1	
scf0513185	gene14414	AT5G53440.1_Symbols:__unknown_protein;_FUNCTIONS_IN:_molecular_functi	 on_unknown;_INVOLVED_IN:_biological_process_unknown;_LOCA TED_IN:_cytosol;_EXPRESSED_IN:_25_plant_structures;_EXPRE SSED_DURING:_15_growth_stages;_Has_1807_Blast_hits_to_180 7_proteins_in_277_species:_Archae_-_0;_Bacteria_- _0;_Metazoa_-_736;_Fungi_-_347;_Plants_-_385;_Viruses_- _0;_Other_Eukaryotes_- _339_(source:_NCBI_BLink)._chr5:21683679- 21687970_REVERSE_LENGTH=3546	0.39622641509434	53	1	1024	1182	-1	
scf0513185	gene14414	AT5G62670.1_Symbols:_AHA11,	 _HA11_H(+)-ATPase_11_chr5:25159230- 25165209_FORWARD_LENGTH=3271	0.287878787878788	66	2	992	1189	1	
scf0513185	gene14414	AT4G37270.1_Symbols:_HMA1,	 _ATHMA1_heavy_metal_atpase_1_chr4:17541771- 17546484_REVERSE_LENGTH=2808	0.254545454545455	110	1	2062	2391	1	
scf0513185	gene14414	AT4G00900.1_Symbols:_ECA2,	 _ATECA2_ER-type_Ca2+-ATPase_2_chr4:382663- 386529_REVERSE_LENGTH=3299	0.476923076923077	65	7	1040	1234	-1	
scf0513185	gene14414	AT2G24520.1_Symbols:_AHA5,	 _HA5_H(+)-ATPase_5_chr2:10415432- 10419783_FORWARD_LENGTH=2939	0.368421052631579	57	5	477	647	-1	
scf0513185	gene14414	AT1G17260.1_Symbols:_AHA10_autoinhibited_H(+)-	 ATPase_isoform_10_chr1:5904058- 5908898_FORWARD_LENGTH=2844	0.43859649122807	57	4	465	635	-1	
scf0513185	gene14414	AT1G72700.1_Symbols:__ATPase_E1-	 E2_type_family_protein_/_haloacid_dehalogenase- like_hydrolase_family_protein_chr1:27365896- 27371733_FORWARD_LENGTH=4404	0.339622641509434	53	2	1679	1837	1	
scf0513185	gene14414	AT5G57110.2_Symbols:_ACA8,_AT-ACA8_autoinhibited_Ca2+_-ATPase,	 _isoform_8_chr5:23109438-23117563_REVERSE_LENGTH=3672	0.277777777777778	54	25	657	818	1	
scf0513185	gene14414	AT3G63380.1_Symbols:__ATPase_E1-	 E2_type_family_protein_/_haloacid_dehalogenase- like_hydrolase_family_protein_chr3:23406611- 23410360_REVERSE_LENGTH=3750	0.3359375	128	22	2379	2762	1	
scf0513185	gene14414	AT1G68710.1_Symbols:__ATPase_E1-	 E2_type_family_protein_/_haloacid_dehalogenase- like_hydrolase_family_protein_chr1:25793207- 25798257_REVERSE_LENGTH=3984	0.285714285714286	63	2	2611	2799	1	
scf0513185	gene14414	AT5G44240.1_Symbols:_ALA2_aminophospholipid_ATPase_2_chr5:17817028-	 17823708_FORWARD_LENGTH=3688	0.327272727272727	55	2	1326	1490	1	
