scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513102	gene30278	AT3G48410.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr3:17925702- 17928188_REVERSE_LENGTH=1330	0.545454545454545	55	10	568	732	-1	
scf0513102	gene30278	AT3G03230.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr3:744389- 746009_REVERSE_LENGTH=1091	0.4	70	6	321	530	-1	
scf0513102	gene30278	AT5G02970.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr5:694969- 697637_FORWARD_LENGTH=2009	0.353658536585366	82	1	861	1106	1	
scf0513102	gene30278	AT5G22460.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr5:7443508- 7445546_REVERSE_LENGTH=1358	0.339805825242718	103	13	573	881	1	
scf0513102	gene30278	AT1G08310.2_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr1:2618647- 2620452_FORWARD_LENGTH=1483	0.328125	64	11	683	874	-1	
scf0513102	gene30278	AT3G44510.2_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr3:16108100- 16111188_REVERSE_LENGTH=1178	0.366666666666667	60	11	252	431	-1	
scf0513102	gene30278	AT3G09690.2_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr3:2972209- 2974843_FORWARD_LENGTH=1982	0.329268292682927	82	1	778	1023	1	
scf0513102	gene30278	AT5G22460.2_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr5:7443508- 7445400_REVERSE_LENGTH=1221	0.339805825242718	103	13	436	744	1	
scf0513102	gene30278	AT3G09690.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr3:2971873- 2974843_FORWARD_LENGTH=2051	0.329268292682927	82	1	847	1092	1	
scf0513102	gene30278	AT1G01990.1_Symbols:__unknown_protein;_Has_32_Blast_hits_to_32_prot	 eins_in_6_species:_Archae_-_0;_Bacteria_-_0;_Metazoa_- _0;_Fungi_-_0;_Plants_-_32;_Viruses_- _0;_Other_Eukaryotes_- _0_(source:_NCBI_BLink)._chr1:343166- 344341_REVERSE_LENGTH=1176	0.254545454545455	55	1	639	803	1	
scf0513102	gene30278	AT3G54240.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr3:20080926- 20082145_FORWARD_LENGTH=1053	0.370967741935484	62	12	317	502	-1	
scf0513102	gene30278	AT1G74290.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr1:27931836- 27934268_FORWARD_LENGTH=1116	0.421052631578947	57	21	125	295	1	
scf0513102	gene30278	AT3G03240.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr3:746655- 748600_REVERSE_LENGTH=1243	0.36231884057971	69	12	537	743	1	
scf0513102	gene30278	AT1G74280.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr1:27929662- 27931364_FORWARD_LENGTH=1453	0.423529411764706	85	15	558	812	1	
scf0513102	gene30278	AT1G64670.1_Symbols:_BDG1_alpha/beta-	 Hydrolases_superfamily_protein_chr1:24030820- 24033556_REVERSE_LENGTH=1662	0.264705882352941	68	1	1196	1399	1	
scf0513102	gene30278	AT3G44510.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr3:16108100- 16111188_REVERSE_LENGTH=1190	0.366666666666667	60	11	264	443	-1	
scf0513102	gene30278	AT1G74300.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr1:27935298- 27936608_FORWARD_LENGTH=1245	0.363636363636364	55	16	144	308	1	
scf0513102	gene30278	AT2G36290.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr2:15208627- 15210845_REVERSE_LENGTH=1412	0.442622950819672	61	16	178	360	1	
scf0513102	gene30278	AT1G08310.1_Symbols:__alpha/beta-	 Hydrolases_superfamily_protein_chr1:2618647- 2620452_FORWARD_LENGTH=1474	0.328125	64	12	674	865	-1	
scf0513102	gene30162	AT1G50250.1_Symbols:_FTSH1_FTSH_protease_1_chr1:18614209-	 18617063_REVERSE_LENGTH=2473	0.351851851851852	54	3	1304	1465	-1	
scf0513102	gene30162	AT3G02450.1_Symbols:__cell_division_protein_ftsH,	 _putative_chr3:502707-505230_REVERSE_LENGTH=2238	0.4	60	3	1550	1729	-1	
scf0513102	gene30162	AT5G15250.2_Symbols:_FTSH6_FTSH_protease_6_chr5:4950359-	 4952803_REVERSE_LENGTH=2214	0.366197183098592	71	1	981	1193	1	
scf0513102	gene30162	AT2G20140.1_Symbols:__AAA-type_ATPase_family_protein_chr2:8692700-	 8695084_FORWARD_LENGTH=1615	0.351351351351351	74	6	897	1118	-1	
scf0513102	gene30162	AT3G16290.1_Symbols:_EMB2083_AAA-	 type_ATPase_family_protein_chr3:5521071- 5524995_REVERSE_LENGTH=2747	0.373626373626374	91	1	1513	1785	1	
