scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513085	gene29903	AT3G54280.1_Symbols:_CHR16,_CHA16,_RGD3,_ATBTAF1,	 _BTAF1_DNA_binding;ATP_binding;nucleic_acid_binding;bindi ng;helicases;ATP_binding;DNA_binding;helicases_chr3:20091 976-20104155_FORWARD_LENGTH=6624	0.307692307692308	65	1	5932	6126	1	
scf0513085	gene29903	AT3G54280.2_Symbols:_RGD3_DNA_binding;ATP_binding;nucleic_acid_bindin	 g;binding;helicases;ATP_binding;DNA_binding;helicases_chr 3:20091976-20104257_FORWARD_LENGTH=6632	0.307692307692308	65	1	6025	6219	1	
scf0513085	gene29896	AT3G61060.2_Symbols:_AtPP2-A13,	 _PP2-A13_phloem_protein_2-A13_chr3:22602910- 22604578_FORWARD_LENGTH=1374	0.301587301587302	63	2	329	517	1	
scf0513085	gene29896	AT2G02320.1_Symbols:_AtPP2-B7,	 _PP2-B7_phloem_protein_2-B7_chr2:610428- 611843_REVERSE_LENGTH=1079	0.37037037037037	54	6	281	442	-1	
scf0513085	gene29896	AT2G02250.1_Symbols:_AtPP2-B2,	 _PP2-B2_phloem_protein_2-B2_chr2:594655- 595852_REVERSE_LENGTH=960	0.509090909090909	55	2	169	333	1	
scf0513085	gene29896	AT1G09155.1_Symbols:_AtPP2-B15,	 _PP2-B15_phloem_protein_2-B15_chr1:2949676- 2950989_REVERSE_LENGTH=1172	0.355704697986577	149	4	153	599	-1	
scf0513085	gene29896	AT1G56242.1_Symbols:__other_RNA_chr1:21056401-	 21057815_FORWARD_LENGTH=1252	0.371794871794872	78	1	767	1000	-1	
scf0513085	gene29896	AT2G02340.1_Symbols:_AtPP2-B8,	 _PP2-B8_phloem_protein_2-B8_chr2:616088- 617274_REVERSE_LENGTH=918	0.329896907216495	97	6	292	582	-1	
scf0513085	gene29896	AT2G02300.1_Symbols:_AtPP2-B5,	 _PP2-B5_phloem_protein_2-B5_chr2:606182- 607839_REVERSE_LENGTH=1248	0.434782608695652	69	6	350	556	-1	
scf0513085	gene29896	AT2G02310.1_Symbols:_AtPP2-B6,	 _PP2-B6_phloem_protein_2-B6_chr2:608759- 610130_REVERSE_LENGTH=924	0.277777777777778	90	8	283	552	-1	
scf0513085	gene29896	AT2G02350.1_Symbols:_SKIP3,	 _AtPP2-B9_SKP1_interacting_partner_3_chr2:617800- 619091_REVERSE_LENGTH=1030	0.381818181818182	55	3	385	549	1	
scf0513085	gene29896	AT1G63090.1_Symbols:_AtPP2-A11,	 _PP2-A11_phloem_protein_2-A11_chr1:23391063- 23392851_REVERSE_LENGTH=1332	0.344262295081967	61	3	524	706	-1	
scf0513085	gene29896	AT1G56250.1_Symbols:_AtPP2-B14,	 _PP2-B14_phloem_protein_2-B14_chr1:21061600- 21062995_REVERSE_LENGTH=1146	0.338028169014085	71	6	412	624	-1	
scf0513085	gene29896	AT3G53000.1_Symbols:_AtPP2-A15,	 _PP2-A15_phloem_protein_2-A15_chr3:19654068- 19656080_FORWARD_LENGTH=1392	0.350649350649351	77	2	465	695	-1	
scf0513085	gene29896	AT1G80110.1_Symbols:_ATPP2-B11,	 _PP2-B11_phloem_protein_2-B11_chr1:30135381- 30136956_FORWARD_LENGTH=1048	0.3	110	7	224	553	-1	
scf0513085	gene29896	AT1G12710.1_Symbols:_AtPP2-A12,	 _PP2-A12_phloem_protein_2-A12_chr1:4326739- 4328481_REVERSE_LENGTH=1274	0.303448275862069	145	1	236	670	1	
scf0513085	gene29896	AT2G02360.1_Symbols:_AtPP2-B10,	 _PP2-B10_phloem_protein_2-B10_chr2:619406- 620768_REVERSE_LENGTH=1144	0.333333333333333	93	8	245	523	1	
