scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512988	gene23484	AT4G27300.1_Symbols:__S-	 locus_lectin_protein_kinase_family_protein_chr4:13669308 -13672348_REVERSE_LENGTH=2448	0.307692307692308	52	1	502	657	1	
scf0512988	gene23484	AT3G05030.2_Symbols:_NHX2,	 _ATNHX2_sodium_hydrogen_exchanger_2_chr3:1393296- 1395813_REVERSE_LENGTH=1486	0.296296296296296	54	1	1015	1176	1	
scf0512988	gene23484	AT1G67370.1_Symbols:_ASY1,	 _ATASY1_DNA-binding_HORMA_family_protein_chr1:25239117- 25243837_REVERSE_LENGTH=2145	0.372549019607843	51	1	723	875	-1	
scf0512988	gene23484	AT2G45540.2_Symbols:__WD-40_repeat_family_protein_/_beige-	 related_chr2:18757522-18772831_REVERSE_LENGTH=9617	0.314814814814815	54	1	4251	4412	-1	
scf0512988	gene23484	AT3G42434.1_Symbols:__transposable_element_gene_chr3:14564581-	 14569779_FORWARD_LENGTH=5199	0.261363636363636	88	1	1565	1828	1	
scf0512988	gene23484	AT2G43320.2_Symbols:__S-adenosyl-L-methionine-	 dependent_methyltransferases_superfamily_protein_chr2:17 996743-17999657_REVERSE_LENGTH=1283	0.459183673469388	98	24	395	688	1	
scf0512988	gene23484	AT3G05030.1_Symbols:_NHX2,	 _ATNHX2_sodium_hydrogen_exchanger_2_chr3:1393298- 1397358_REVERSE_LENGTH=2146	0.296296296296296	54	1	1677	1838	1	
scf0512988	gene23484	AT3G60510.3_Symbols:__ATP-	 dependent_caseinolytic_(Clp)_protease/crotonase_family_pr otein_chr3:22356964-22360118_REVERSE_LENGTH=1573	0.280487804878049	82	1	796	1041	-1	
scf0512988	gene23484	AT2G43320.1_Symbols:__S-adenosyl-L-methionine-	 dependent_methyltransferases_superfamily_protein_chr2:17 996650-17999927_REVERSE_LENGTH=1591	0.459183673469388	98	24	610	903	1	
scf0512988	gene23484	AT2G45540.1_Symbols:__WD-40_repeat_family_protein_/_beige-	 related_chr2:18757489-18772229_REVERSE_LENGTH=9233	0.314814814814815	54	1	3834	3995	-1	
scf0512988	gene23484	AT4G14000.1_Symbols:__Putative_methyltransferase_family_protein_chr	 4:8090817-8092672_FORWARD_LENGTH=1232	0.48	100	4	220	519	-1	
scf0512988	gene23484	AT5G47800.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr5:19353676- 19356300_FORWARD_LENGTH=2118	0.351851851851852	54	1	1689	1850	-1	
scf0512988	gene23485	AT2G31440.1_Symbols:__INVOLVED_IN:_positive_regulation_of_catalytic	 _activity, _protein_processing;_LOCATED_IN:_integral_to_membrane;_E XPRESSED_IN:_24_plant_structures;_EXPRESSED_DURING:_15_g rowth_stages;_CONTAINS_InterPro_DOMAIN/s:_Aph- 1_(InterPro:IPR009294);_Has_268_Blast_hits_to_262_protei ns_in_79_species:_Archae_-_0;_Bacteria_-_0;_Metazoa_- _212;_Fungi_-_0;_Plants_-_34;_Viruses_- _0;_Other_Eukaryotes_- _22_(source:_NCBI_BLink)._chr2:13399128- 13401206_REVERSE_LENGTH=1087	0.467741935483871	62	11	327	512	1	
scf0512988	gene23489	AT5G36935.1_Symbols:__transposable_element_gene_chr5:14574600-	 14584700_FORWARD_LENGTH=10101	0.310344827586207	58	2	4910	5083	1	
