scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512942	gene00204	AT3G11040.1_Symbols:__Glycosyl_hydrolase_family_85__chr3:3460143-	 3463312_FORWARD_LENGTH=2106	0.333333333333333	51	1	88	240	1	
scf0512942	gene00204	AT4G17720.1_Symbols:__RNA-	 binding_(RRM/RBD/RNP_motifs)_family_protein_chr4:9862446 -9864663_REVERSE_LENGTH=1321	0.333333333333333	69	1	178	384	1	
scf0512942	gene00204	AT1G67950.3_Symbols:__RNA-	 binding_(RRM/RBD/RNP_motifs)_family_protein_chr1:2547871 3-25480580_REVERSE_LENGTH=1171	0.345679012345679	81	1	248	490	1	
scf0512942	gene00204	AT1G67950.4_Symbols:__RNA-	 binding_(RRM/RBD/RNP_motifs)_family_protein_chr1:2547871 3-25480176_REVERSE_LENGTH=1229	0.345679012345679	81	1	309	551	1	
scf0512942	gene00204	AT5G32450.1_Symbols:__RNA_binding_(RRM/RBD/RNP_motifs)_family_prote	 in_chr5:12079611-12081573_FORWARD_LENGTH=1156	0.4	60	1	112	291	1	
scf0512942	gene00204	AT2G24645.1_Symbols:__Transcriptional_factor_B3_family_protein_chr2:1	 0480532-10482795_REVERSE_LENGTH=1814	0.333333333333333	54	1	319	480	-1	
scf0512942	gene00204	AT1G67950.2_Symbols:__RNA-	 binding_(RRM/RBD/RNP_motifs)_family_protein_chr1:2547871 3-25480176_REVERSE_LENGTH=1115	0.345679012345679	81	1	195	437	1	
scf0512942	gene00204	AT3G01210.1_Symbols:__RNA-	 binding_(RRM/RBD/RNP_motifs)_family_protein_chr3:71626- 73220_FORWARD_LENGTH=1032	0.431034482758621	58	1	246	419	1	
scf0512942	gene00204	AT1G14340.1_Symbols:__RNA-	 binding_(RRM/RBD/RNP_motifs)_family_protein_chr1:4897346 -4898961_FORWARD_LENGTH=1039	0.441176470588235	68	1	144	347	1	
scf0512942	gene00204	AT5G46870.1_Symbols:__RNA-	 binding_(RRM/RBD/RNP_motifs)_family_protein_chr5:1901523 3-19017063_FORWARD_LENGTH=1214	0.25531914893617	94	1	263	544	1	
scf0512942	gene00204	AT1G67950.1_Symbols:__RNA-	 binding_(RRM/RBD/RNP_motifs)_family_protein_chr1:2547871 3-25480580_REVERSE_LENGTH=1168	0.345679012345679	81	1	248	490	1	
scf0512942	gene00204	AT1G20050.1_Symbols:_HYD1_C-8,	 7_sterol_isomerase_chr1:6949043- 6950319_FORWARD_LENGTH=973	0.46551724137931	58	10	263	436	-1	
scf0512942	gene00220	AT5G47900.4_Symbols:__Protein_of_unknown_function_(DUF1624)_chr5:1939	 2234-19395135_FORWARD_LENGTH=1672	0.397727272727273	88	23	880	1143	-1	
scf0512942	gene00220	AT5G47900.6_Symbols:__Protein_of_unknown_function_(DUF1624)_chr5:1939	 2251-19395135_FORWARD_LENGTH=1416	0.408450704225352	71	18	283	495	1	
scf0512942	gene00220	AT5G47900.7_Symbols:__Protein_of_unknown_function_(DUF1624)_chr5:1939	 2234-19395135_FORWARD_LENGTH=1785	0.397727272727273	88	27	880	1143	-1	
scf0512942	gene00220	AT5G47900.3_Symbols:__Protein_of_unknown_function_(DUF1624)_chr5:1939	 2234-19394161_FORWARD_LENGTH=1237	0.416666666666667	132	20	353	748	1	
scf0512942	gene00220	AT5G47900.2_Symbols:__Protein_of_unknown_function_(DUF1624)_chr5:1939	 2234-19394161_FORWARD_LENGTH=1254	0.382978723404255	94	17	880	1161	-1	
scf0512942	gene00220	AT5G47900.1_Symbols:__Protein_of_unknown_function_(DUF1624)_chr5:1939	 2289-19395135_FORWARD_LENGTH=1530	0.358208955223881	134	21	214	615	-1	
scf0512942	gene00220	AT5G27730.1_Symbols:__Protein_of_unknown_function_(DUF1624)_chr5:9820	 249-9823086_FORWARD_LENGTH=1699	0.363636363636364	55	12	395	559	1	
scf0512942	gene00220	AT5G47900.5_Symbols:__Protein_of_unknown_function_(DUF1624)_chr5:1939	 2234-19394161_FORWARD_LENGTH=1246	0.339622641509434	53	20	995	1153	-1	
scf0512942	gene33848	AT5G65820.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr5:26339876-26341789_REVERSE_LENGTH=1914	0.257575757575758	66	24	535	732	1	
scf0512942	gene33848	AT2G36240.1_Symbols:__pentatricopeptide_(PPR)_repeat-	 containing_protein_chr2:15195653- 15197264_FORWARD_LENGTH=1612	0.26984126984127	126	22	1093	1470	-1	
scf0512942	gene33848	AT1G10910.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:3639878-3644162_FORWARD_LENGTH=2213	0.348484848484849	66	11	463	660	1	
scf0512942	gene33848	AT5G62370.1_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr5:25041901- 25044849_REVERSE_LENGTH=2949	0.305882352941176	85	33	1890	2144	-1	
scf0512942	gene33848	AT2G41720.2_Symbols:_EMB2654_Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr2:17403603- 17406722_REVERSE_LENGTH=2384	0.326923076923077	104	31	284	595	-1	
scf0512942	gene33848	AT2G19280.2_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr2:8362435-8366144_FORWARD_LENGTH=3381	0.346153846153846	104	23	1362	1673	-1	
scf0512942	gene33848	AT1G74580.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:28020777-28023068_FORWARD_LENGTH=2292	0.372549019607843	51	41	1168	1320	-1	
scf0512942	gene33848	AT1G18900.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:6528984-6532614_FORWARD_LENGTH=3036	0.295238095238095	105	13	1441	1755	-1	
scf0512942	gene33848	AT1G63400.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr1:23507320-23509053_FORWARD_LENGTH=1734	0.318840579710145	69	52	654	860	-1	
scf0512942	gene33848	AT5G52850.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr5:21414935-21417616_REVERSE_LENGTH=2682	0.2875	80	13	865	1104	1	
scf0512942	gene33848	AT4G39620.2_Symbols:_EMB2453_Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr4:18395294- 18397578_FORWARD_LENGTH=1718	0.301587301587302	63	13	388	576	1	
scf0512942	gene33848	AT1G79490.1_Symbols:_EMB2217_Pentatricopeptide_repeat_(PPR)_superfami	 ly_protein_chr1:29900456-29903189_FORWARD_LENGTH=2734	0.299065420560748	107	7	897	1217	1	
scf0512942	gene33848	AT3G17370.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr3:5949006-5949644_REVERSE_LENGTH=639	0.412698412698413	63	20	312	500	-1	
