scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512944	gene00177	AT5G48390.1_Symbols:_ATZIP4_Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr5:19612062- 19615383_FORWARD_LENGTH=2847	0.345454545454545	55	1	1607	1771	1	
scf0512944	gene00177	AT1G47578.1_Symbols:__Biotin/lipoate_A/B_protein_ligase_family_chr1:1	 7484365-17485470_FORWARD_LENGTH=843	0.350877192982456	57	2	328	498	1	
scf0512944	gene00177	AT1G04640.2_Symbols:_LIP2_lipoyltransferase_2_chr1:1292111-	 1293248_FORWARD_LENGTH=1138	0.44	100	7	453	752	1	
scf0512944	gene00177	AT4G31050.1_Symbols:__Biotin/lipoate_A/B_protein_ligase_family_chr4:1	 5114250-15115633_FORWARD_LENGTH=1122	0.471698113207547	53	4	617	775	-1	
scf0512944	gene00177	AT5G13030.1_Symbols:__unknown_protein;_FUNCTIONS_IN:_molecular_functi	 on_unknown;_INVOLVED_IN:_biological_process_unknown;_LOCA TED_IN:_chloroplast;_EXPRESSED_IN:_23_plant_structures;_E XPRESSED_DURING:_13_growth_stages;_CONTAINS_InterPro_DOMA IN/s:_Uncharacterised_protein_family_UPF0061_(InterPro:IP R003846);_Has_5046_Blast_hits_to_4997_proteins_in_1211_sp ecies:_Archae_-_8;_Bacteria_-_2327;_Metazoa_- _120;_Fungi_-_134;_Plants_-_48;_Viruses_- _0;_Other_Eukaryotes_- _2409_(source:_NCBI_BLink)._chr5:4133204- 4136688_FORWARD_LENGTH=2141	0.467889908256881	436	12	284	1591	1	
scf0512944	gene00177	AT1G04640.1_Symbols:_LIP2_lipoyltransferase_2_chr1:1292080-	 1293357_FORWARD_LENGTH=896	0.44	100	7	102	401	1	
scf0512944	gene00180	AT1G58848.1_Symbols:__Disease_resistance_protein_(CC-NBS-	 LRR_class)_family_chr1:21791783- 21797050_FORWARD_LENGTH=3967	0.343283582089552	67	1	888	1088	1	
scf0512944	gene00180	AT1G58807.1_Symbols:__Disease_resistance_protein_(CC-NBS-	 LRR_class)_family_chr1:21780185- 21784296_FORWARD_LENGTH=3696	0.343283582089552	67	1	920	1120	1	
scf0512944	gene00180	AT1G59124.1_Symbols:__Disease_resistance_protein_(CC-NBS-	 LRR_class)_family_chr1:21816443- 21820572_FORWARD_LENGTH=3626	0.343283582089552	67	1	920	1120	1	
scf0512944	gene00180	AT1G58807.2_Symbols:__Disease_resistance_protein_(CC-NBS-	 LRR_class)_family_chr1:21780185- 21784314_FORWARD_LENGTH=3626	0.343283582089552	67	1	920	1120	1	
