scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513073	gene21883	AT2G43110.1_Symbols:__unknown_protein;_Has_212_Blast_hits_to_211_pr	 oteins_in_96_species:_Archae_-_0;_Bacteria_- _6;_Metazoa_-_62;_Fungi_-_91;_Plants_-_31;_Viruses_- _0;_Other_Eukaryotes_- _22_(source:_NCBI_BLink)._chr2:17922060- 17924355_FORWARD_LENGTH=938	0.407407407407407	54	10	354	515	1	
scf0513073	gene21973	AT1G21960.1_Symbols:__RING/U-box_superfamily_protein_chr1:7725972-	 7726586_FORWARD_LENGTH=615	0.313725490196078	51	1	125	277	-1	
scf0513073	gene21973	AT3G07690.1_Symbols:__6-	 phosphogluconate_dehydrogenase_family_protein_chr3:245710 8-2459552_FORWARD_LENGTH=1699	0.329268292682927	82	13	1152	1397	-1	
scf0513073	gene21973	AT2G41540.3_Symbols:_GPDHC1_6-	 phosphogluconate_dehydrogenase_family_protein_chr2:173261 18-17328902_FORWARD_LENGTH=1898	0.53125	64	13	944	1135	1	
scf0513073	gene21973	AT2G41540.2_Symbols:_GPDHC1_6-	 phosphogluconate_dehydrogenase_family_protein_chr2:173260 93-17328902_FORWARD_LENGTH=2112	0.53125	64	13	1158	1349	1	
scf0513073	gene21973	AT4G08880.1_Symbols:__transposable_element_gene_chr4:5685011-	 5691313_FORWARD_LENGTH=4392	0.339285714285714	56	1	2178	2345	-1	
scf0513073	gene21973	AT2G41540.1_Symbols:_GPDHC1_6-	 phosphogluconate_dehydrogenase_family_protein_chr2:173261 70-17328902_FORWARD_LENGTH=1849	0.53125	64	13	895	1086	1	
scf0513073	gene21957	AT1G80450.1_Symbols:__VQ_motif-containing_protein_chr1:30243930-	 30244783_REVERSE_LENGTH=854	0.296296296296296	54	1	69	230	1	
scf0513073	gene21957	AT1G26250.1_Symbols:__Proline-rich_extensin-	 like_family_protein_chr1:9083838- 9085464_FORWARD_LENGTH=1627	0.283018867924528	53	1	235	393	1	
scf0513073	gene21957	AT3G18840.2_Symbols:__Tetratricopeptide_repeat_(TPR)-	 like_superfamily_protein_chr3:6496198- 6498234_FORWARD_LENGTH=2037	0.338461538461538	65	1	612	806	-1	
scf0513073	gene21949	AT2G46880.1_Symbols:_ATPAP14,	 _PAP14_purple_acid_phosphatase_14_chr2:19264573- 19266446_REVERSE_LENGTH=1577	0.355932203389831	59	1	854	1030	1	
scf0513073	gene21949	AT5G57140.1_Symbols:_ATPAP28,	 _PAP28_purple_acid_phosphatase_28_chr5:23149880- 23151370_FORWARD_LENGTH=1240	0.333333333333333	57	1	899	1069	1	
scf0513073	gene21949	AT5G63140.1_Symbols:_ATPAP29,	 _PAP29_purple_acid_phosphatase_29_chr5:25328119- 25329799_FORWARD_LENGTH=1471	0.323076923076923	65	1	914	1108	1	
scf0513073	gene21949	AT4G08370.1_Symbols:__Proline-rich_extensin-	 like_family_protein_chr4:5301962- 5303314_REVERSE_LENGTH=1053	0.317460317460317	63	1	102	290	1	
scf0513073	gene21949	AT4G06633.1_Symbols:__transposable_element_gene_chr4:3637063-	 3637789_REVERSE_LENGTH=727	0.353846153846154	65	1	299	493	1	
scf0513073	gene21949	AT2G46880.2_Symbols:_ATPAP14,	 _PAP14_purple_acid_phosphatase_14_chr2:19264694- 19266446_REVERSE_LENGTH=1528	0.314814814814815	54	1	854	1015	1	
scf0513073	gene21949	AT3G10150.1_Symbols:_ATPAP16,	 _PAP16_purple_acid_phosphatase_16_chr3:3137362- 3139056_REVERSE_LENGTH=1244	0.477064220183486	109	16	101	427	1	
scf0513073	gene21970	AT3G25600.1_Symbols:__Calcium-binding_EF-	 hand_family_protein_chr3:9307254- 9307967_FORWARD_LENGTH=714	0.313725490196078	51	1	141	293	1	
scf0513073	gene21970	AT3G43810.1_Symbols:_CAM7_calmodulin_7_chr3:15664371-	 15666460_REVERSE_LENGTH=803	0.294117647058824	51	3	133	285	1	
scf0513073	gene21970	AT5G21274.1_Symbols:_CAM6,	 _ACAM-6_calmodulin_6_chr5:7214500- 7216019_REVERSE_LENGTH=759	0.294117647058824	51	3	97	249	1	
scf0513073	gene21970	AT3G10300.5_Symbols:__Calcium-binding_EF-	 hand_family_protein_chr3:3186314- 3188205_FORWARD_LENGTH=1358	0.476923076923077	65	10	818	1012	1	
scf0513073	gene21970	AT5G17480.1_Symbols:_APC1,	 _PC1_pollen_calcium-binding_protein_1_chr5:5762689- 5762940_FORWARD_LENGTH=252	0.321428571428571	56	1	37	204	1	
scf0513073	gene21970	AT3G50360.1_Symbols:_ATCEN2,_CEN1,	 _CEN2_centrin2_chr3:18674337-18675712_FORWARD_LENGTH=804	0.30188679245283	53	1	178	336	1	
scf0513073	gene21970	AT2G27030.1_Symbols:_CAM5,	 _ACAM-2_calmodulin_5_chr2:11532004- 11533276_FORWARD_LENGTH=731	0.294117647058824	51	3	93	245	1	
scf0513073	gene21970	AT1G18530.1_Symbols:__EF_hand_calcium-	 binding_protein_family_chr1:6376783- 6377256_FORWARD_LENGTH=474	0.313725490196078	51	1	13	165	1	
