scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513149	gene09743	AT1G67900.3_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr1:25464726- 25470017_FORWARD_LENGTH=2405	0.384615384615385	52	10	597	752	-1	
scf0513149	gene09743	AT3G26490.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr3:9704142- 9706161_FORWARD_LENGTH=1767	0.388059701492537	67	3	805	1005	1	
scf0513149	gene09743	AT4G37590.1_Symbols:_NPY5_Phototropic-	 responsive_NPH3_family_protein_chr4:17662842- 17666428_REVERSE_LENGTH=2851	0.390625	64	10	2074	2265	-1	
scf0513149	gene09743	AT3G08570.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr3:2602258- 2604412_REVERSE_LENGTH=1854	0.344262295081967	61	8	1281	1463	1	
scf0513149	gene09743	AT3G03510.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr3:836039- 837707_FORWARD_LENGTH=1669	0.361111111111111	72	3	749	964	1	
scf0513149	gene09743	AT5G67385.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr5:26884664- 26887204_FORWARD_LENGTH=2026	0.344262295081967	61	12	1326	1508	1	
scf0513149	gene09743	AT1G67900.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr1:25466852- 25470017_FORWARD_LENGTH=2451	0.384615384615385	52	10	643	798	-1	
scf0513149	gene09743	AT3G15570.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr3:5269849- 5271922_REVERSE_LENGTH=1999	0.370967741935484	62	6	955	1140	-1	
scf0513149	gene09743	AT1G30440.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr1:10759475- 10762394_FORWARD_LENGTH=2193	0.346938775510204	98	24	1238	1531	1	
scf0513149	gene09743	AT2G47860.2_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr2:19599948- 19602192_FORWARD_LENGTH=2175	0.269230769230769	104	14	1327	1638	1	
scf0513149	gene09743	AT2G30520.3_Symbols:_RPT2_Phototropic-	 responsive_NPH3_family_protein_chr2:13002742- 13005600_REVERSE_LENGTH=2070	0.527272727272727	55	7	341	505	-1	
scf0513149	gene09743	AT5G67440.2_Symbols:_NPY3_Phototropic-	 responsive_NPH3_family_protein_chr5:26912707- 26916294_REVERSE_LENGTH=2662	0.366666666666667	60	17	1923	2102	1	
scf0513149	gene09743	AT5G50300.1_Symbols:_AZG2,	 _ATAZG2_Xanthine/uracil_permease_family_protein_chr5:2046 6068-20468124_REVERSE_LENGTH=2057	0.352941176470588	51	1	1135	1287	-1	
scf0513149	gene09743	AT4G19480.1_Symbols:__unknown_protein;_Has_2_Blast_hits_to_2_protei	 ns_in_1_species:_Archae_-_0;_Bacteria_-_0;_Metazoa_- _0;_Fungi_-_0;_Plants_-_2;_Viruses_- _0;_Other_Eukaryotes_- _0_(source:_NCBI_BLink)._chr4:10614780- 10615316_REVERSE_LENGTH=387	0.271739130434783	92	1	72	347	-1	
scf0513149	gene09743	AT5G48130.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr5:19516102- 19518513_FORWARD_LENGTH=2130	0.431034482758621	58	2	436	609	1	
scf0513149	gene09743	AT3G50840.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr3:18896175- 18898621_REVERSE_LENGTH=2135	0.375	56	10	1090	1257	-1	
scf0513149	gene09743	AT5G03250.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr5:774401- 777048_FORWARD_LENGTH=2162	0.480519480519481	77	28	435	665	-1	
scf0513149	gene09743	AT2G47860.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr2:19599979- 19602192_FORWARD_LENGTH=2012	0.269230769230769	104	14	1164	1475	1	
scf0513149	gene09743	AT1G67900.2_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr1:25464726- 25470017_FORWARD_LENGTH=2533	0.384615384615385	52	10	725	880	-1	
scf0513149	gene09743	AT2G47860.3_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr2:19599948- 19602192_FORWARD_LENGTH=2112	0.269230769230769	104	14	1264	1575	1	
scf0513149	gene09743	AT3G19850.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr3:6898181- 6901255_REVERSE_LENGTH=1965	0.436363636363636	55	4	269	433	-1	
scf0513149	gene09743	AT5G66560.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr5:26564188- 26566853_FORWARD_LENGTH=2378	0.320754716981132	53	18	1614	1772	1	
scf0513149	gene09743	AT2G30520.2_Symbols:_RPT2_Phototropic-	 responsive_NPH3_family_protein_chr2:13002742- 13005600_REVERSE_LENGTH=2180	0.527272727272727	55	7	451	615	-1	
scf0513149	gene09743	AT2G30520.1_Symbols:_RPT2_Phototropic-	 responsive_NPH3_family_protein_chr2:13002742- 13005600_REVERSE_LENGTH=1987	0.527272727272727	55	7	258	422	-1	
scf0513149	gene09743	AT5G67440.1_Symbols:_NPY3_Phototropic-	 responsive_NPH3_family_protein_chr5:26912707- 26916294_REVERSE_LENGTH=2584	0.366666666666667	60	17	1845	2024	1	
scf0513149	gene09743	AT5G48800.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr5:19786764- 19789129_FORWARD_LENGTH=2088	0.309859154929577	71	13	1364	1576	-1	
scf0513149	gene09743	AT2G23050.1_Symbols:_NPY4_Phototropic-	 responsive_NPH3_family_protein_chr2:9810657- 9812660_FORWARD_LENGTH=1766	0.368421052631579	57	10	1308	1478	-1	
scf0513149	gene09743	AT3G44820.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr3:16361370- 16364610_REVERSE_LENGTH=2649	0.466666666666667	60	8	1402	1581	-1	
scf0513149	gene09743	AT1G50280.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr1:18623698- 18626395_REVERSE_LENGTH=1840	0.4	95	1	1199	1483	1	
scf0513149	gene09743	AT5G04290.1_Symbols:_KTF1,	 _SPT5L_kow_domain- containing_transcription_factor_1_chr5:1196069- 1202653_FORWARD_LENGTH=4482	0.277777777777778	54	1	2313	2474	-1	
scf0513149	gene09743	AT5G64330.1_Symbols:_NPH3,_RPT3,	 _JK218_Phototropic- responsive_NPH3_family_protein_chr5:25727337- 25730358_FORWARD_LENGTH=2605	0.354545454545455	110	11	1711	2040	-1	
scf0513149	gene09743	AT3G22104.1_Symbols:__Phototropic-	 responsive_NPH3_family_protein_chr3:7789376- 7792380_FORWARD_LENGTH=2160	0.431372549019608	51	6	1440	1592	-1	
