scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513004	gene33994	AT4G08710.1_Symbols:__transposable_element_gene_chr4:5567742-	 5570572_FORWARD_LENGTH=2148	0.290909090909091	55	1	1915	2079	-1	
scf0513004	gene33994	AT5G34890.1_Symbols:__transposable_element_gene_chr5:13206340-	 13208918_FORWARD_LENGTH=2579	0.305555555555556	72	1	1058	1273	1	
scf0513004	gene33994	AT2G04950.1_Symbols:__transposable_element_gene_chr2:1743182-	 1745150_FORWARD_LENGTH=1969	0.305555555555556	72	1	448	663	1	
scf0513004	gene33994	AT3G42806.1_Symbols:__transposable_element_gene_chr3:14914008-	 14918667_FORWARD_LENGTH=4660	0.28	75	1	2111	2335	1	
scf0513004	gene33994	AT4G03870.1_Symbols:__transposable_element_gene_chr4:1813009-	 1815342_FORWARD_LENGTH=2334	0.272727272727273	55	1	423	587	1	
scf0513004	gene33994	AT2G15210.1_Symbols:__transposable_element_gene_chr2:6604065-	 6606755_REVERSE_LENGTH=2691	0.305555555555556	72	1	1170	1385	1	
scf0513004	gene33994	AT5G48965.1_Symbols:__transposable_element_gene_chr5:19853991-	 19856859_FORWARD_LENGTH=2612	0.341772151898734	79	1	907	1143	1	
scf0513004	gene33994	AT5G27190.1_Symbols:__transposable_element_gene_chr5:9567920-	 9571164_REVERSE_LENGTH=3245	0.328125	64	1	1818	2009	1	
scf0513004	gene33994	AT4G08610.1_Symbols:__transposable_element_gene_chr4:5491697-	 5494054_REVERSE_LENGTH=2358	0.28125	64	1	1039	1230	1	
scf0513004	gene33994	AT2G02190.1_Symbols:__transposable_element_gene_chr2:567873-	 569698_FORWARD_LENGTH=1826	0.305555555555556	72	1	1131	1346	1	
scf0513004	gene33994	AT3G05850.1_Symbols:__transposable_element_gene_chr3:1743413-	 1746785_REVERSE_LENGTH=2572	0.352941176470588	68	1	1033	1236	1	
scf0513004	gene33994	AT5G28605.1_Symbols:__transposable_element_gene_chr5:10604857-	 10607910_REVERSE_LENGTH=3054	0.276315789473684	76	1	1316	1543	1	
scf0513004	gene33994	AT3G42712.1_Symbols:__transposable_element_gene_chr3:14780327-	 14782489_REVERSE_LENGTH=2163	0.253731343283582	67	1	1474	1674	1	
scf0513004	gene33994	AT4G05550.1_Symbols:__transposable_element_gene_chr4:2822778-	 2824358_FORWARD_LENGTH=1581	0.272727272727273	55	1	1267	1431	1	
