scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513114	gene26568	AT4G16950.1_Symbols:_RPP5_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9538798- 9544467_REVERSE_LENGTH=4689	0.46875	64	4	310	501	-1	
scf0513114	gene26568	AT4G12020.2_Symbols:_WRKY19,_ATWRKY19,_MAPKKK11,	 _MEKK4_protein_kinase_family_protein_chr4:7201656- 7209648_FORWARD_LENGTH=5867	0.381818181818182	55	6	4120	4284	1	
scf0513114	gene26568	AT5G17680.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class), _putative_chr5:5822999-5827153_FORWARD_LENGTH=3885	0.403225806451613	62	12	2206	2391	1	
scf0513114	gene26568	AT5G49140.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:19919085- 19923415_REVERSE_LENGTH=2943	0.431372549019608	51	5	306	458	-1	
scf0513114	gene26568	AT4G36150.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:17104719- 17108711_FORWARD_LENGTH=3597	0.308641975308642	81	8	2281	2523	1	
scf0513114	gene26568	AT1G72930.2_Symbols:_TIR_toll/interleukin-1_receptor-	 like_chr1:27439452-27440464_FORWARD_LENGTH=915	0.323076923076923	65	4	202	396	-1	
scf0513114	gene26568	AT5G17970.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:5948999- 5951619_REVERSE_LENGTH=2343	0.344827586206897	58	4	211	384	-1	
scf0513114	gene26568	AT1G72890.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr1:27429947-27431717_FORWARD_LENGTH=1317	0.423076923076923	52	2	381	536	-1	
scf0513114	gene26568	AT5G51350.1_Symbols:__Leucine-	 rich_repeat_transmembrane_protein_kinase_family_protein_c hr5:20867602-20870745_REVERSE_LENGTH=3070	0.294117647058824	102	1	605	910	1	
scf0513114	gene26568	AT5G47260.1_Symbols:__ATP_binding;GTP_binding;nucleotide_binding;nucl	 eoside-triphosphatases_chr5:19189411- 19192516_FORWARD_LENGTH=2847	0.313953488372093	86	1	1684	1941	1	
scf0513114	gene26568	AT3G44400.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16044687- 16049701_REVERSE_LENGTH=3469	0.435897435897436	78	2	357	590	-1	
scf0513114	gene26568	AT5G11250.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr5:3587978-3591960_REVERSE_LENGTH=3570	0.345679012345679	81	10	2455	2697	1	
scf0513114	gene26568	AT1G66830.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr1:24930665- 24932918_REVERSE_LENGTH=2177	0.365079365079365	63	2	421	609	1	
scf0513114	gene26568	AT4G19530.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:10651744- 10657282_FORWARD_LENGTH=3914	0.311475409836066	61	12	2556	2738	-1	
scf0513114	gene26568	AT5G44900.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr5:18135446- 18136438_FORWARD_LENGTH=863	0.382352941176471	68	1	230	433	1	
scf0513114	gene26568	AT5G48740.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr5:19765195- 19769369_REVERSE_LENGTH=2872	0.28735632183908	87	1	1280	1540	1	
scf0513114	gene26568	AT1G48480.1_Symbols:_RKL1_receptor-like_kinase_1_chr1:17918391-	 17920985_FORWARD_LENGTH=2294	0.266666666666667	90	2	361	630	1	
scf0513114	gene26568	AT5G41740.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16688626- 16693119_FORWARD_LENGTH=3724	0.36046511627907	86	2	1832	2089	1	
scf0513114	gene26568	AT4G16990.1_Symbols:_RLM3_disease_resistance_protein_(TIR-	 NBS_class), _putative_chr4:9560135-9565453_FORWARD_LENGTH=2731	0.565789473684211	76	1	153	380	1	
scf0513114	gene26568	AT5G22690.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:7541271- 7545182_FORWARD_LENGTH=3419	0.461538461538462	52	3	389	544	-1	
scf0513114	gene26568	AT3G04220.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:1109118- 1112188_REVERSE_LENGTH=2604	0.403508771929825	57	6	351	521	1	
scf0513114	gene26568	AT1G56520.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:21174768- 21178920_REVERSE_LENGTH=3540	0.367816091954023	87	2	198	458	-1	
scf0513114	gene26568	AT4G19910.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr4:10795869- 10796687_REVERSE_LENGTH=726	0.338235294117647	68	1	148	351	1	
scf0513114	gene26568	AT4G23510.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:12267516- 12270543_REVERSE_LENGTH=1925	0.378787878787879	66	4	1193	1390	-1	
scf0513114	gene26568	AT5G48780.2_Symbols:__disease_resistance_protein_(TIR-	 NBS_class)_chr5:19777453-19779815_FORWARD_LENGTH=2161	0.41025641025641	117	1	98	448	1	
scf0513114	gene26568	AT4G16990.4_Symbols:_RLM3_disease_resistance_protein_(TIR-	 NBS_class), _putative_chr4:9560135-9565555_FORWARD_LENGTH=2933	0.565789473684211	76	1	153	380	1	
scf0513114	gene26568	AT5G51630.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:20970030- 20974916_FORWARD_LENGTH=3979	0.5	54	5	219	380	-1	
scf0513114	gene26568	AT1G06100.1_Symbols:__Fatty_acid_desaturase_family_protein_chr1:18515	 30-1853019_FORWARD_LENGTH=900	0.627450980392157	51	2	723	875	-1	
scf0513114	gene26568	AT3G44630.3_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16195984- 16200595_FORWARD_LENGTH=4031	0.32258064516129	62	7	568	753	-1	
scf0513114	gene26568	AT3G51560.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:19121808- 19125913_REVERSE_LENGTH=3762	0.381818181818182	55	4	171	335	-1	
scf0513114	gene26568	AT3G44480.1_Symbols:_RPP1,	 _cog1_Disease_resistance_protein_(TIR-NBS- LRR_class)_family_chr3:16090564- 16096359_REVERSE_LENGTH=4038	0.354838709677419	62	9	596	781	-1	
scf0513114	gene26568	AT4G19920.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr4:10797217- 10798388_REVERSE_LENGTH=1028	0.352941176470588	68	1	305	508	1	
scf0513114	gene26568	AT5G46510.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18860451- 18867013_FORWARD_LENGTH=4708	0.320754716981132	53	4	201	359	1	
scf0513114	gene26568	AT1G17615.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr1:6059441-6060667_FORWARD_LENGTH=1143	0.5	70	2	252	461	-1	
scf0513114	gene26568	AT1G72840.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr1:27409237-27413851_REVERSE_LENGTH=4008	0.419354838709677	62	4	414	599	-1	
scf0513114	gene26568	AT1G65850.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:24494678- 24498542_FORWARD_LENGTH=3269	0.368421052631579	57	8	352	522	-1	
scf0513114	gene26568	AT4G19510.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr4:10633685-10639001_FORWARD_LENGTH=4225	0.280701754385965	57	9	1984	2154	1	
scf0513114	gene26568	AT3G23110.1_Symbols:_AtRLP37,	 _RLP37_receptor_like_protein_37_chr3:8222364- 8224871_REVERSE_LENGTH=2508	0.348484848484849	66	1	304	501	1	
scf0513114	gene26568	AT2G16870.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr2:7308077- 7311686_REVERSE_LENGTH=3330	0.338709677419355	62	3	199	384	-1	
scf0513114	gene26568	AT1G27170.2_Symbols:__transmembrane_receptors;ATP_binding_chr1:9433	 488-9439417_FORWARD_LENGTH=4442	0.350877192982456	57	10	2315	2485	-1	
scf0513114	gene26568	AT4G16950.2_Symbols:_RPP5_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9538802- 9544467_REVERSE_LENGTH=4706	0.46875	64	4	310	501	-1	
scf0513114	gene26568	AT2G20142.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr2:8695374- 8696643_FORWARD_LENGTH=1032	0.413793103448276	58	3	199	372	-1	
scf0513114	gene26568	AT1G72850.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr1:27413971-27415335_FORWARD_LENGTH=1269	0.333333333333333	87	1	148	408	1	
scf0513114	gene26568	AT4G19520.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:10639269- 10647079_REVERSE_LENGTH=5463	0.415094339622642	53	10	4458	4616	-1	
scf0513114	gene26568	AT5G51630.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:20969621- 20974700_FORWARD_LENGTH=3778	0.5	54	5	238	399	-1	
scf0513114	gene26568	AT4G20940.1_Symbols:__Leucine-rich_receptor-	 like_protein_kinase_family_protein_chr4:11202728- 11206280_FORWARD_LENGTH=3176	0.277777777777778	90	1	220	489	1	
scf0513114	gene26568	AT1G57650.1_Symbols:__ATP_binding_chr1:21351291-	 21354311_FORWARD_LENGTH=2130	0.336538461538462	104	1	1015	1326	1	
scf0513114	gene26568	AT2G02780.1_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr2:781847- 784646_REVERSE_LENGTH=2314	0.285714285714286	56	1	406	573	1	
scf0513114	gene26568	AT5G45000.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18165383- 18167193_FORWARD_LENGTH=1492	0.36986301369863	73	2	804	1022	1	
scf0513114	gene26568	AT1G72940.1_Symbols:__Toll-Interleukin-Resistance_(TIR)_domain-	 containing_protein_chr1:27442238- 27443856_FORWARD_LENGTH=1525	0.45	60	2	244	423	-1	
scf0513114	gene26568	AT4G19050.1_Symbols:__NB-ARC_domain-	 containing_disease_resistance_protein_chr4:10439984- 10444121_REVERSE_LENGTH=3810	0.261538461538462	65	3	1623	1817	1	
scf0513114	gene26568	AT5G45240.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr5:18313706-18319089_FORWARD_LENGTH=2439	0.39622641509434	53	1	223	381	1	
scf0513114	gene26568	AT1G61105.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:22513585- 22514492_REVERSE_LENGTH=598	0.313253012048193	83	1	88	336	1	
scf0513114	gene26568	AT3G05360.1_Symbols:_AtRLP30,	 _RLP30_receptor_like_protein_30_chr3:1530735- 1533288_REVERSE_LENGTH=2554	0.298245614035088	57	3	1835	2005	1	
scf0513114	gene26568	AT3G44400.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr3:16045954- 16049668_REVERSE_LENGTH=3314	0.435897435897436	78	2	324	557	-1	
scf0513114	gene26568	AT5G38344.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr5:15325831- 15326988_FORWARD_LENGTH=1158	0.372881355932203	59	4	451	627	-1	
scf0513114	gene26568	AT3G15880.2_Symbols:_WSIP2,	 _TPR4_WUS-interacting_protein_2_chr3:5364081- 5372289_REVERSE_LENGTH=3975	0.461538461538462	52	5	3639	3794	1	
scf0513114	gene26568	AT3G25510.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class), _putative_chr3:9260838-9268797_REVERSE_LENGTH=5946	0.329545454545455	88	14	3835	4098	-1	
scf0513114	gene26568	AT5G40910.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16395507- 16399129_FORWARD_LENGTH=3315	0.411111111111111	90	4	183	452	-1	
scf0513114	gene26568	AT1G51270.1_Symbols:__structural_molecules;transmembrane_receptors;st	 ructural_molecules_chr1:19007510- 19010411_FORWARD_LENGTH=1783	0.356164383561644	73	2	1282	1500	-1	
scf0513114	gene26568	AT3G23120.1_Symbols:_AtRLP38,	 _RLP38_receptor_like_protein_38_chr3:8227222- 8229576_REVERSE_LENGTH=2355	0.323076923076923	65	1	1873	2067	1	
scf0513114	gene26568	AT4G16920.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9519173- 9525691_REVERSE_LENGTH=3915	0.43956043956044	91	5	174	446	-1	
scf0513114	gene26568	AT2G31360.1_Symbols:_ADS2,	 _DS2_16:0delta9_desaturase_2_chr2:13371658- 13373606_REVERSE_LENGTH=1447	0.618181818181818	55	2	807	971	-1	
scf0513114	gene26568	AT4G12020.1_Symbols:_WRKY19,_ATWRKY19,_MAPKKK11,	 _MEKK4_protein_kinase_family_protein_chr4:7201656- 7208766_FORWARD_LENGTH=5567	0.381818181818182	55	6	4120	4284	1	
scf0513114	gene26568	AT5G45210.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18295521- 18298434_FORWARD_LENGTH=2094	0.327868852459016	61	2	1741	1923	1	
scf0513114	gene26568	AT5G36930.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:14567622- 14572630_REVERSE_LENGTH=3852	0.351851851851852	54	12	1729	1890	-1	
scf0513114	gene26568	AT1G72900.1_Symbols:__Toll-Interleukin-Resistance_(TIR)_domain-	 containing_protein_chr1:27432195- 27433782_FORWARD_LENGTH=1363	0.443181818181818	88	1	43	306	1	
scf0513114	gene26568	AT1G06350.1_Symbols:__Fatty_acid_desaturase_family_protein_chr1:19352	 93-1936819_REVERSE_LENGTH=1150	0.607142857142857	56	2	756	923	-1	
scf0513114	gene26568	AT3G03855.1_Symbols:__pseudogene_of_disease_resistance_protein_chr3	 :986948-990738_FORWARD_LENGTH=3791	0.3125	64	8	297	488	-1	
scf0513114	gene26568	AT5G18370.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:6085036- 6088926_REVERSE_LENGTH=3633	0.321428571428571	56	7	355	522	-1	
scf0513114	gene26568	AT1G69550.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr1:26148021-26153555_REVERSE_LENGTH=5199	0.338983050847458	59	26	584	760	-1	
scf0513114	gene26568	AT1G52900.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:19702211- 19702916_REVERSE_LENGTH=600	0.321428571428571	84	1	112	363	1	
scf0513114	gene26568	AT1G57830.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr1:21420309- 21420803_FORWARD_LENGTH=495	0.326315789473684	95	1	196	480	1	
scf0513114	gene26568	AT3G14460.1_Symbols:__LRR_and_NB-ARC_domains-	 containing_disease_resistance_protein_chr3:4851990- 4856264_REVERSE_LENGTH=4275	0.317647058823529	85	1	1816	2070	1	
scf0513114	gene26568	AT3G05650.1_Symbols:_AtRLP32,	 _RLP32_receptor_like_protein_32_chr3:1645680- 1648573_REVERSE_LENGTH=2894	0.303030303030303	66	1	2154	2351	1	
scf0513114	gene26568	AT5G46450.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18835618- 18839546_FORWARD_LENGTH=3372	0.396551724137931	58	6	199	372	-1	
scf0513114	gene26568	AT3G19700.1_Symbols:_IKU2_Leucine-	 rich_repeat_protein_kinase_family_protein_chr3:6843662- 6847275_FORWARD_LENGTH=3460	0.370967741935484	62	1	1438	1623	1	
scf0513114	gene26568	AT5G48780.1_Symbols:__disease_resistance_protein_(TIR-	 NBS_class)_chr5:19777468-19779604_FORWARD_LENGTH=2053	0.41025641025641	117	1	83	433	1	
scf0513114	gene26568	AT4G16930.1_Symbols:__Toll-Interleukin-Resistance_(TIR)_domain-	 containing_protein_chr4:9529564- 9530115_REVERSE_LENGTH=465	0.452830188679245	53	2	3	161	-1	
scf0513114	gene26568	AT5G41750.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16693909- 16698943_FORWARD_LENGTH=4140	0.310344827586207	58	3	340	513	-1	
scf0513114	gene26568	AT5G65240.2_Symbols:__Leucine-	 rich_repeat_protein_kinase_family_protein_chr5:26074402- 26077676_REVERSE_LENGTH=2077	0.307692307692308	65	1	264	458	1	
scf0513114	gene26568	AT5G44920.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr5:18138775- 18140190_FORWARD_LENGTH=1154	0.366666666666667	60	1	368	547	1	
scf0513114	gene26568	AT5G36930.2_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:14567622- 14572630_REVERSE_LENGTH=3876	0.351851851851852	54	12	1753	1914	-1	
scf0513114	gene26568	AT2G17050.1_Symbols:__disease_resistance_protein_(TIR-NBS-LRR_class),	 _putative_chr2:7410835-7415610_REVERSE_LENGTH=4068	0.384615384615385	52	3	1654	1809	1	
scf0513114	gene26568	AT1G56540.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:21181664- 21185306_FORWARD_LENGTH=3291	0.388888888888889	90	2	192	461	-1	
scf0513114	gene26568	AT3G15870.1_Symbols:__Fatty_acid_desaturase_family_protein_chr3:53628	 88-5364544_FORWARD_LENGTH=1228	0.461538461538462	52	5	946	1101	-1	
scf0513114	gene26568	AT5G17880.1_Symbols:_CSA1_disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr5:5908874-5913099_REVERSE_LENGTH=3597	0.4125	80	6	2284	2523	1	
scf0513114	gene26568	AT4G16890.1_Symbols:_SNC1,	 _BAL_disease_resistance_protein_(TIR-NBS-LRR_class), _putative_chr4:9500506-9505455_REVERSE_LENGTH=3906	0.373626373626374	91	5	180	452	-1	
scf0513114	gene26568	AT2G03300.1_Symbols:__Toll-Interleukin-	 Resistance_(TIR)_domain_family_protein_chr2:1003468- 1004222_REVERSE_LENGTH=612	0.372340425531915	94	1	166	447	1	
scf0513114	gene26568	AT2G32660.1_Symbols:_AtRLP22,	 _RLP22_receptor_like_protein_22_chr2:13853758- 13856112_REVERSE_LENGTH=2355	0.28169014084507	71	1	1710	1922	1	
scf0513114	gene26568	AT2G24165.1_Symbols:__pseudogene,_similar_to_HcrVf3_protein,	 _blastp_match_of_37%_identity_and_5.1e-32_P- value_to_GP|14330718|emb|CAC40827.1||AJ297741_HcrVf3_prot ein_{Malus_floribunda}_chr2:10272672- 10273595_REVERSE_LENGTH=924	0.372881355932203	59	1	328	504	1	
scf0513114	gene26568	AT5G46490.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18850776- 18852862_FORWARD_LENGTH=1467	0.433962264150943	53	3	366	524	-1	
scf0513114	gene26568	AT5G45230.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18302147- 18308303_REVERSE_LENGTH=3696	0.405063291139241	79	5	2296	2532	1	
scf0513114	gene26568	AT1G72840.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_chr1:27409302-27413831_REVERSE_LENGTH=4016	0.419354838709677	62	4	394	579	-1	
scf0513114	gene26568	AT5G45080.1_Symbols:_AtPP2-A6,	 _PP2-A6_phloem_protein_2-A6_chr5:18191575- 18193207_REVERSE_LENGTH=1179	0.4	70	1	178	387	1	
scf0513114	gene26568	AT5G45070.1_Symbols:_AtPP2-A8,	 _PP2-A8_phloem_protein_2-A8_chr5:18187630- 18189431_REVERSE_LENGTH=1403	0.419354838709677	62	1	256	441	1	
scf0513114	gene26568	AT5G46260.1_Symbols:__disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18759102- 18763358_REVERSE_LENGTH=3618	0.402985074626866	67	1	247	447	1	
scf0513114	gene26568	AT5G61480.1_Symbols:_PXY_Leucine-	 rich_repeat_protein_kinase_family_protein_chr5:24724541- 24727842_REVERSE_LENGTH=3126	0.338709677419355	62	2	730	915	1	
scf0513114	gene26568	AT4G13920.1_Symbols:_AtRLP50,	 _RLP50_receptor_like_protein_50_chr4:8043803- 8046559_FORWARD_LENGTH=2757	0.317073170731707	82	1	587	832	1	
scf0513114	gene26568	AT3G04210.1_Symbols:__Disease_resistance_protein_(TIR-	 NBS_class)_chr3:1105963-1108069_REVERSE_LENGTH=1940	0.442307692307692	104	1	368	679	1	
scf0513114	gene26568	AT3G28890.2_Symbols:_AtRLP43,	 _RLP43_receptor_like_protein_43_chr3:10896289- 10898841_REVERSE_LENGTH=2321	0.329113924050633	79	2	430	666	1	
scf0513114	gene26568	AT5G41540.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:16612659- 16616063_REVERSE_LENGTH=3117	0.404255319148936	94	3	168	449	-1	
scf0513114	gene26568	AT4G16860.1_Symbols:_RPP4_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9488466- 9495816_REVERSE_LENGTH=3678	0.494252873563218	87	4	314	574	-1	
scf0513114	gene26568	AT1G63750.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr1:23650848- 23655363_FORWARD_LENGTH=4340	0.365384615384615	52	5	300	455	-1	
scf0513114	gene26568	AT5G46470.1_Symbols:_RPS6_disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:18842701- 18849741_FORWARD_LENGTH=4849	0.404494382022472	89	7	4433	4699	-1	
scf0513114	gene26568	AT4G12010.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:7197211- 7201393_REVERSE_LENGTH=3774	0.344827586206897	58	10	178	351	-1	
