scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0513192	gene14963	AT3G28610.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_super family_protein_chr3:10724990- 10726414_FORWARD_LENGTH=1425	0.343283582089552	67	9	984	1184	1	
scf0513192	gene14963	AT5G17760.2_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_superf amily_protein_chr5:5860421-5862422_REVERSE_LENGTH=2002	0.421052631578947	57	17	843	1013	-1	
scf0513192	gene14963	AT4G16845.2_Symbols:_VRN2_VEFS-	 Box_of_polycomb_protein_chr4:9476155- 9479878_FORWARD_LENGTH=1884	0.305084745762712	59	1	762	938	-1	
scf0513192	gene14963	AT2G04260.1_Symbols:__pseudogene,_BS1-related_mitochondrial_protein,	 __blastp_match_of_53%_identity_and_8.5e-45_P- value_to_GP|17385707|dbj|BAB78658.1||AP003022_P0681B11.25 _{Oryza_sativa_(japonica_cultivar-group)}_chr2:1470757- 1471477_FORWARD_LENGTH=721	0.375	56	8	316	483	1	
scf0513192	gene14963	AT4G05380.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_super family_protein_chr4:2737146-2737983_FORWARD_LENGTH=747	0.368421052631579	57	9	375	545	1	
scf0513192	gene14963	AT5G40000.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_super family_protein_chr5:16011072- 16012484_REVERSE_LENGTH=1413	0.419354838709677	62	7	1002	1187	1	
scf0513192	gene14963	AT4G16845.1_Symbols:_VRN2_VEFS-	 Box_of_polycomb_protein_chr4:9476143- 9479878_FORWARD_LENGTH=1708	0.305084745762712	59	1	586	762	-1	
scf0513192	gene14963	AT3G28600.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_super family_protein_chr3:10722437- 10723995_FORWARD_LENGTH=1559	0.316666666666667	60	6	1009	1188	-1	
scf0513192	gene14963	AT4G05340.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_superf amily_protein_chr4:2725690-2726065_FORWARD_LENGTH=291	0.369230769230769	65	4	87	281	1	
scf0513192	gene14963	AT2G18193.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_superf amily_protein_chr2:7917505-7919277_REVERSE_LENGTH=1697	0.380952380952381	63	13	1100	1288	1	
