scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512945	gene00244	AT1G09350.1_Symbols:_AtGolS3,	 _GolS3_galactinol_synthase_3_chr1:3019819- 3021441_FORWARD_LENGTH=1301	0.46551724137931	58	13	776	949	1	
scf0512945	gene00244	AT1G56600.1_Symbols:_AtGolS2,	 _GolS2_galactinol_synthase_2_chr1:21207537- 21209596_FORWARD_LENGTH=1396	0.596153846153846	52	14	838	993	1	
scf0512945	gene00244	AT3G27180.1_Symbols:__S-adenosyl-L-methionine-	 dependent_methyltransferases_superfamily_protein_chr3:10 026837-10030069_REVERSE_LENGTH=1890	0.267857142857143	56	1	47	214	1	
scf0512945	gene00244	AT1G60470.1_Symbols:_AtGolS4,	 _GolS4_galactinol_synthase_4_chr1:22278975- 22280586_REVERSE_LENGTH=1343	0.368421052631579	76	14	449	676	1	
scf0512945	gene00244	AT4G26250.1_Symbols:_AtGolS6,	 _GolS6_galactinol_synthase_6_chr4:13289641- 13291084_FORWARD_LENGTH=1042	0.476190476190476	63	12	734	922	1	
scf0512945	gene00244	AT5G23790.1_Symbols:_AtGolS5,	 _GolS5_galactinol_synthase_5_chr5:8020104- 8021597_REVERSE_LENGTH=1081	0.507936507936508	63	13	725	913	1	
scf0512945	gene00244	AT2G47180.1_Symbols:_AtGolS1,	 _GolS1_galactinol_synthase_1_chr2:19368798- 19370441_REVERSE_LENGTH=1355	0.46551724137931	58	14	818	991	1	
scf0512945	gene00244	AT1G60450.1_Symbols:_AtGolS7,	 _GolS7_galactinol_synthase_7_chr1:22271226- 22273214_REVERSE_LENGTH=999	0.5	62	13	693	878	1	
scf0512945	gene00244	AT5G30500.1_Symbols:__Nucleotide-diphospho-	 sugar_transferases_superfamily_protein_chr5:11615345- 11616926_FORWARD_LENGTH=987	0.431034482758621	58	18	698	871	1	
scf0512945	gene00292	AT1G23440.2_Symbols:__Peptidase_C15,	 _pyroglutamyl_peptidase_I-like_chr1:8321705- 8323370_FORWARD_LENGTH=1547	0.402777777777778	72	6	118	333	1	
scf0512945	gene00292	AT1G23440.1_Symbols:__Peptidase_C15,	 _pyroglutamyl_peptidase_I-like_chr1:8321680- 8324240_FORWARD_LENGTH=1016	0.456140350877193	57	12	144	314	1	
scf0512945	gene00292	AT1G56700.1_Symbols:__Peptidase_C15,	 _pyroglutamyl_peptidase_I-like_chr1:21256176- 21257973_FORWARD_LENGTH=1221	0.495934959349593	123	8	491	859	-1	
scf0512945	gene00292	AT1G35530.2_Symbols:__DEAD/DEAH_box_RNA_helicase_family_protein__chr1	 :13089869-13097078_FORWARD_LENGTH=4298	0.263157894736842	57	1	2448	2618	1	
scf0512945	gene00292	AT2G16420.1_Symbols:__transposable_element_gene_chr2:7116052-	 7119987_FORWARD_LENGTH=3936	0.327272727272727	55	2	1711	1875	1	
scf0512945	gene00292	AT1G56700.2_Symbols:__Peptidase_C15,	 _pyroglutamyl_peptidase_I-like_chr1:21256410- 21257973_FORWARD_LENGTH=1045	0.495934959349593	123	8	315	683	-1	
scf0512945	gene00292	AT1G56700.3_Symbols:__Peptidase_C15,	 _pyroglutamyl_peptidase_I-like_chr1:21256176- 21257973_FORWARD_LENGTH=1170	0.495934959349593	123	8	440	808	-1	
scf0512945	gene00292	AT1G35530.1_Symbols:__DEAD/DEAH_box_RNA_helicase_family_protein__chr1	 :13089869-13097078_FORWARD_LENGTH=4100	0.263157894736842	57	1	2313	2483	1	
scf0512945	gene00292	AT2G31070.1_Symbols:_TCP10_TCP_domain_protein_10_chr2:13220478-	 13222609_REVERSE_LENGTH=2017	0.333333333333333	54	1	203	364	-1	
scf0512945	gene00140	AT4G05500.1_Symbols:__pseudogene,_F-box_protein_family,	 _AtFBL9/AtFBL23, _contains_similarity_to_N7_protein_GI:3273101_from_(Medic ago_truncatula);_blastp_match_of_39%_identity_and_1.6e- 34_P- value_to_GP|3273101|emb|CAA76808.1||Y17613_N7_protein_{Me dicago_truncatula}_chr4:2780170- 2782675_REVERSE_LENGTH=2506	0.37037037037037	54	1	1359	1520	1	
scf0512945	gene00140	AT3G48880.2_Symbols:__RNI-like_superfamily_protein_chr3:18126870-	 18129172_FORWARD_LENGTH=1191	0.290322580645161	62	1	113	298	1	
scf0512945	gene00140	AT4G05497.1_Symbols:__RNI-like_superfamily_protein_chr4:2777903-	 2778801_REVERSE_LENGTH=741	0.37037037037037	54	1	37	198	1	
scf0512945	gene00140	AT4G11580.1_Symbols:__RNI-like_superfamily_protein_chr4:7006648-	 7007738_REVERSE_LENGTH=1002	0.333333333333333	51	1	37	189	1	
