scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512956	gene01809	AT5G61790.1_Symbols:_CNX1,	 _ATCNX1_calnexin_1_chr5:24827102- 24829791_REVERSE_LENGTH=2034	0.49375	160	17	226	705	-1	
scf0512956	gene01809	AT2G45590.1_Symbols:__Protein_kinase_superfamily_protein_chr2:1878665	 8-18788988_FORWARD_LENGTH=2331	0.271428571428571	70	1	252	461	1	
scf0512956	gene01809	AT5G07340.2_Symbols:__Calreticulin_family_protein_chr5:2317213-	 2319649_FORWARD_LENGTH=1901	0.477477477477477	111	24	1031	1363	-1	
scf0512956	gene01809	AT2G25730.1_Symbols:__unknown_protein;_Has_157_Blast_hits_to_144_pr	 oteins_in_62_species:_Archae_-_0;_Bacteria_- _0;_Metazoa_-_101;_Fungi_-_0;_Plants_-_35;_Viruses_- _0;_Other_Eukaryotes_- _21_(source:_NCBI_BLink)._chr2:10956302- 10972729_REVERSE_LENGTH=7844	0.290909090909091	55	1	312	476	-1	
scf0512956	gene01809	AT1G40230.1_Symbols:__transposable_element_gene_chr1:15414895-	 15415806_FORWARD_LENGTH=912	0.338709677419355	62	1	171	356	1	
scf0512956	gene01809	AT2G25730.2_Symbols:__unknown_protein;_LOCATED_IN:_cellular_compone	 nt_unknown;_EXPRESSED_IN:_23_plant_structures;_EXPRESSED _DURING:_14_growth_stages._chr2:10956301- 10972927_REVERSE_LENGTH=8028	0.290909090909091	55	1	510	674	-1	
scf0512956	gene01809	AT5G07340.1_Symbols:__Calreticulin_family_protein_chr5:2317213-	 2319649_FORWARD_LENGTH=1877	0.477477477477477	111	24	1007	1339	-1	
scf0512956	gene01809	AT2G44570.1_Symbols:_AtGH9B12,	 _GH9B12_glycosyl_hydrolase_9B12_chr2:18394242- 18396268_REVERSE_LENGTH=1662	0.344827586206897	58	1	872	1045	1	
scf0512956	gene01810	AT1G15200.2_Symbols:__protein-	 protein_interaction_regulator_family_protein_chr1:5228300 -5231184_REVERSE_LENGTH=1631	0.346153846153846	52	1	1283	1438	-1	
scf0512956	gene01810	AT5G07350.1_Symbols:_Tudor1,_AtTudor1,	 _TSN1_TUDOR-SN_protein_1_chr5:2320081- 2325419_REVERSE_LENGTH=3397	0.333333333333333	57	55	177	347	1	
scf0512956	gene01810	AT1G15200.1_Symbols:__protein-	 protein_interaction_regulator_family_protein_chr1:5228300 -5231184_REVERSE_LENGTH=1616	0.346153846153846	52	1	1268	1423	-1	
scf0512956	gene01810	AT5G61780.1_Symbols:_Tudor2,_AtTudor2,	 _TSN2_TUDOR-SN_protein_2_chr5:24821258- 24826969_FORWARD_LENGTH=3552	0.333333333333333	57	58	291	461	1	
scf0512956	gene01810	AT5G07350.2_Symbols:_Tudor1,_AtTudor1,	 _TSN1_TUDOR-SN_protein_1_chr5:2320021- 2325419_REVERSE_LENGTH=3182	0.333333333333333	57	55	177	347	1	
scf0512956	gene01810	AT1G15200.3_Symbols:__protein-	 protein_interaction_regulator_family_protein_chr1:5228300 -5231184_REVERSE_LENGTH=1757	0.346153846153846	52	1	1409	1564	-1	
scf0512956	gene01828	AT1G54060.1_Symbols:_ASIL1_6B-interacting_protein_1-	 like_1_chr1:20180679-20182324_FORWARD_LENGTH=1646	0.285714285714286	56	1	675	842	1	
scf0512956	gene01828	AT1G02030.1_Symbols:__C2H2-like_zinc_finger_protein_chr1:355321-	 357258_REVERSE_LENGTH=1938	0.346153846153846	52	1	1396	1551	-1	
scf0512956	gene01828	AT1G13450.2_Symbols:_GT-1_Homeodomain-	 like_superfamily_protein_chr1:4612731- 4615353_REVERSE_LENGTH=1592	0.352941176470588	68	1	497	700	1	
scf0512956	gene01828	AT5G47660.1_Symbols:__Homeodomain-	 like_superfamily_protein_chr5:19313008- 19314636_FORWARD_LENGTH=1197	0.472727272727273	55	8	936	1100	-1	
scf0512956	gene01828	AT5G03680.1_Symbols:_PTL_Duplicated_homeodomain-	 like_superfamily_protein_chr5:957744- 961032_FORWARD_LENGTH=2162	0.2875	80	3	1000	1239	1	
scf0512956	gene01828	AT1G76880.1_Symbols:__Duplicated_homeodomain-	 like_superfamily_protein_chr1:28865500- 28868225_FORWARD_LENGTH=2200	0.538461538461538	52	16	342	497	-1	
scf0512956	gene01828	AT1G33240.1_Symbols:_AT-GTL1,_AT-GTL2,	 _GTL1_GT-2-like_1_chr1:12051471- 12054546_REVERSE_LENGTH=2624	0.358208955223881	67	20	1530	1730	1	
scf0512956	gene01828	AT2G38250.1_Symbols:__Homeodomain-	 like_superfamily_protein_chr2:16018357- 16019500_FORWARD_LENGTH=897	0.32258064516129	62	2	148	333	1	
scf0512956	gene01828	AT1G13450.3_Symbols:_GT-1_Homeodomain-	 like_superfamily_protein_chr1:4612731- 4615125_REVERSE_LENGTH=1737	0.352941176470588	68	1	269	472	1	
scf0512956	gene01828	AT1G13450.1_Symbols:_GT-1_Homeodomain-	 like_superfamily_protein_chr1:4612731- 4615205_REVERSE_LENGTH=1579	0.352941176470588	68	1	349	552	1	
scf0512956	gene01828	AT5G63420.1_Symbols:_emb2746_RNA-metabolising_metallo-beta-	 lactamase_family_protein_chr5:25400386- 25405968_FORWARD_LENGTH=3026	0.257575757575758	66	2	2584	2781	1	
scf0512956	gene01828	AT1G76890.2_Symbols:_GT2,	 _AT-GT2_Duplicated_homeodomain- like_superfamily_protein_chr1:28873059- 28875292_REVERSE_LENGTH=1969	0.440677966101695	59	15	212	388	1	
scf0512956	gene01828	AT1G76878.1_Symbols:__other_RNA_chr1:28866404-	 28867969_REVERSE_LENGTH=1566	0.375	56	13	460	627	-1	
scf0512956	gene01828	AT5G28300.1_Symbols:__Duplicated_homeodomain-	 like_superfamily_protein_chr5:10292651- 10295283_REVERSE_LENGTH=2180	0.346666666666667	75	2	1086	1310	1	
scf0512956	gene01828	AT5G01380.1_Symbols:__Homeodomain-	 like_superfamily_protein_chr5:155639- 157601_REVERSE_LENGTH=1267	0.301369863013699	73	2	268	486	1	
scf0512956	gene01828	AT1G75100.1_Symbols:_JAC1_J-	 domain_protein_required_for_chloroplast_accumulation_res ponse_1_chr1:28190816-28193800_REVERSE_LENGTH=2279	0.377358490566038	53	1	97	255	-1	
scf0512956	gene01828	AT2G14890.1_Symbols:_AGP9_arabinogalactan_protein_9_chr2:6399621-	 6401059_FORWARD_LENGTH=938	0.322033898305085	59	1	134	310	1	
scf0512956	gene01828	AT3G10000.1_Symbols:_EDA31_Homeodomain-	 like_superfamily_protein_chr3:3076874- 3078907_FORWARD_LENGTH=1446	0.275	80	3	793	1032	1	
scf0512956	gene01828	AT3G25990.1_Symbols:__Homeodomain-	 like_superfamily_protein_chr3:9504677- 9506787_REVERSE_LENGTH=1372	0.384615384615385	65	2	247	441	1	
scf0512956	gene01828	AT3G10000.2_Symbols:_EDA31_Homeodomain-	 like_superfamily_protein_chr3:3076781- 3078947_FORWARD_LENGTH=1549	0.275	80	3	856	1095	1	
scf0512956	gene01828	AT2G14890.2_Symbols:_AGP9_arabinogalactan_protein_9_chr2:6399621-	 6400982_FORWARD_LENGTH=1362	0.322033898305085	59	1	134	310	1	
scf0512956	gene01828	AT5G48650.1_Symbols:__Nuclear_transport_factor_2_(NTF2)_family_protei	 n_with_RNA_binding_(RRM-RBD- RNP_motifs)_domain_chr5:19726733- 19729654_FORWARD_LENGTH=1650	0.350877192982456	57	1	1374	1544	1	
scf0512956	gene01828	AT1G76892.1_Symbols:__other_RNA_chr1:28873271-	 28874758_FORWARD_LENGTH=1488	0.444444444444444	63	11	1254	1442	-1	
scf0512956	gene01884	AT1G48490.2_Symbols:__Protein_kinase_superfamily_protein_chr1:1792193	 5-17928930_REVERSE_LENGTH=4366	0.365384615384615	52	1	3048	3203	1	
scf0512956	gene01884	AT4G16950.1_Symbols:_RPP5_Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:9538798- 9544467_REVERSE_LENGTH=4689	0.4375	64	3	307	498	-1	
scf0512956	gene01884	AT4G12020.2_Symbols:_WRKY19,_ATWRKY19,_MAPKKK11,	 _MEKK4_protein_kinase_family_protein_chr4:7201656- 7209648_FORWARD_LENGTH=5867	0.310344827586207	58	1	2293	2466	1	
scf0512956	gene01884	AT5G49140.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr5:19919085- 19923415_REVERSE_LENGTH=2943	0.457627118644068	59	1	136	312	1	
scf0512956	gene01884	AT4G36150.1_Symbols:__Disease_resistance_protein_(TIR-NBS-	 LRR_class)_family_chr4:17104719- 17108711_FORWARD_LENGTH=3597	0.440677966101695	59	3	258	434	-1	
