scaffold	fragaria_gene	desc_1	desc_2	frac_ident	length	rank	start	end	strand
scf0512983	gene01314	AT4G31160.1_Symbols:_DCAF1_DDB1-	 CUL4_associated_factor_1_chr4:15145853- 15153075_FORWARD_LENGTH=5871	0.327272727272727	55	1	5555	5719	-1	
scf0512983	gene01314	AT2G27440.1_Symbols:__pseudogene_of_rac_GTPase_activating_protein_chr	 2:11734803-11737335_FORWARD_LENGTH=1124	0.384615384615385	52	1	908	1063	-1	
scf0512983	gene01314	AT4G15080.1_Symbols:__DHHC-	 type_zinc_finger_family_protein_chr4:8608700- 8612693_REVERSE_LENGTH=2893	0.283582089552239	67	1	2134	2334	1	
scf0512983	gene01314	AT3G28460.1_Symbols:__methyltransferases_chr3:10672041-	 10674395_REVERSE_LENGTH=1503	0.428571428571429	56	15	397	564	1	
scf0512983	gene01314	AT5G47750.1_Symbols:_D6PKL2,	 _PK5_D6_protein_kinase_like_2_chr5:19339703- 19342361_REVERSE_LENGTH=2277	0.254237288135593	59	2	1178	1354	-1	
scf0512983	gene33925	AT4G35850.1_Symbols:__Pentatricopeptide_repeat_(PPR)_superfamily_prot	 ein_chr4:16983525-16986967_FORWARD_LENGTH=1734	0.290909090909091	55	1	1451	1615	-1	
scf0512983	gene01302	AT3G28610.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_super family_protein_chr3:10724990- 10726414_FORWARD_LENGTH=1425	0.358974358974359	78	13	608	841	1	
scf0512983	gene01302	AT4G05380.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_super family_protein_chr4:2737146-2737983_FORWARD_LENGTH=747	0.313253012048193	83	6	338	586	1	
scf0512983	gene01302	AT5G64580.1_Symbols:__AAA-type_ATPase_family_protein_chr5:25817092-	 25821530_REVERSE_LENGTH=2823	0.333333333333333	51	1	1047	1199	1	
scf0512983	gene01302	AT2G29080.1_Symbols:_ftsh3_FTSH_protease_3_chr2:12489627-	 12493285_REVERSE_LENGTH=3000	0.358490566037736	53	1	1268	1426	1	
scf0512983	gene01302	AT2G30950.1_Symbols:_VAR2,	 _FTSH2_FtsH_extracellular_protease_family_chr2:13174321- 13177223_FORWARD_LENGTH=2337	0.322033898305085	59	1	787	963	1	
scf0512983	gene01302	AT5G40010.1_Symbols:_AATP1_AAA-ATPase_1_chr5:16020218-	 16021762_REVERSE_LENGTH=1545	0.405172413793103	116	20	575	922	-1	
scf0512983	gene01302	AT5G15250.2_Symbols:_FTSH6_FTSH_protease_6_chr5:4950359-	 4952803_REVERSE_LENGTH=2214	0.338983050847458	59	1	714	890	1	
scf0512983	gene01302	AT5G40000.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_super family_protein_chr5:16011072- 16012484_REVERSE_LENGTH=1413	0.402777777777778	72	20	710	925	-1	
scf0512983	gene01302	AT4G05340.1_Symbols:__P-	 loop_containing_nucleoside_triphosphate_hydrolases_superf amily_protein_chr4:2725690-2726065_FORWARD_LENGTH=291	0.368421052631579	57	3	100	270	-1	
